    RA(°)      Dec      Pos      Distance(kpc)  
      6.82125     -75.1330      -144.68395       2.6250962
      6.83328     -72.9982      -89.827811       1.7255570
      6.84097     -73.6759      -112.20482       1.7892157
      6.84986     -74.7307      -138.25241       2.3277657
      6.84990     -73.5125      -107.03094       1.7466874
      6.86242     -74.2083      -127.15363       2.0050946
      6.93483     -73.5259      -107.63141       1.7256130
      6.93526     -73.7373      -114.36289       1.7826540
      6.94066     -72.0210      -61.002985       2.0446310
      6.94249     -72.2156      -65.787157       1.9396335
      6.95223     -74.4299      -132.68838       2.1114394
      6.95796     -73.6096      -110.40458       1.7389766
      6.95987     -73.8128      -116.72950       1.8022749
      6.96512     -73.2840      -99.531709       1.6824631
      6.97436     -74.4896      -134.06801       2.1437037
      6.97480     -73.2312      -97.716586       1.6767087
      6.98190     -74.9758      -143.01299       2.4787041
      6.98844     -69.5884      -30.236854       3.9815834
      7.01566     -72.1044      -62.633324       1.9785387
      7.02261     -74.4087      -132.53522       2.0832329
      7.02773     -70.2246      -34.585908       3.4022941
      7.02999     -73.9868      -122.01699       1.8556612
      7.03459     -73.3776      -102.81372       1.6718632
      7.03664     -74.5302      -135.19830       2.1565849
      7.06412     -72.0563      -61.222933       1.9927732
      7.06553     -71.7275      -54.022282       2.1961442
      7.06828     -73.8231      -117.39897       1.7777275
      7.06932     -73.8002      -116.70822       1.7689173
      7.07342     -73.6478      -111.93250       1.7177990
      7.07628     -74.8648      -141.63124       2.3798432
      7.07999     -74.3118      -130.58119       2.0128507
      7.08843     -71.8850      -57.171047       2.0888184
      7.09502     -73.4858      -106.60957       1.6724175
      7.09547     -73.1360      -94.408014       1.6403228
      7.11595     -73.8004      -116.87131       1.7567681
      7.12221     -70.7747      -39.391510       2.9120592
      7.12915     -73.4989      -107.12210       1.6654616
      7.13563     -71.6152      -51.483752       2.2564874
      7.14387     -74.2157      -128.54043       1.9437755
      7.15088     -74.5453      -136.03985       2.1429891
      7.16875     -74.7971      -140.89745       2.3136721
      7.17295     -71.2317      -44.949829       2.5323984
      7.17467     -73.5063      -107.46832       1.6542412
      7.17729     -73.3355      -101.51562       1.6258010
