      131.190      2.39426       2.2665420
      138.647      2.39426       2.0035283
      144.674      2.39426       2.1332393
      144.173      2.39426       2.2279845
      141.107      2.39426       2.1381024
      135.719      2.39426       2.2884919
      135.486      2.39426       2.5064563
      149.729      2.39426       2.5825326
      147.025      2.39426       2.8507601
      140.298      2.39426       2.7753590
      148.599      2.39426       2.6685844
      134.768      2.39426       2.8562261
      151.948      2.39426       3.3309838
      145.352      2.39426       3.2786308
      152.478      2.39426       3.0434162
      150.458      2.39426       2.8671156
      140.810      2.39426       3.0643928
      138.475      2.39426       2.7194855
      141.441      2.39426       3.3302933
      133.613      2.39426       2.2002551
      149.565      2.39426       2.6155919
      146.522      2.39426       2.6645589
      143.278      2.39426       2.4482181
      141.189      2.39426       2.2105548
      135.379      2.39426       2.1751936
      143.479      2.39426       2.2642137
      139.988      2.39426       2.4388561
      137.950      2.39426       2.5568194
      143.745      2.39426       2.5655714
      142.492      2.39426       2.5032571
      128.977      2.39426       2.4266436
      125.902      2.39426       2.2453297
      136.170      2.39426       2.2761472
      140.232      2.39426       2.3995518
      151.224      2.39426       2.5247306
      144.849      2.39426       2.4856073
      129.415      2.39426       2.4669146
      134.120      2.39426       2.5371579
      144.592      2.39426       2.2629667
      137.749      2.39426       2.6764791
      145.227      2.39426       2.8518178
      141.955      2.39426       2.9931628
      132.288      2.39426       2.6073393
      143.828      2.39426       3.0844856
      141.340      2.39426       2.7754203
      151.495      2.39426       3.1280992
      139.101      2.39426       3.3462112
      155.664      2.39426       3.5764262
      150.613      2.39426       3.2870040
      145.224      2.39426       2.4914208
      143.730      2.39426       2.7461184
      137.746      2.39426       3.0197801
      147.937      2.39426       2.9780473
      134.393      2.39426       2.5844638
      149.246      2.39426       3.2288730
      146.435      2.39426       3.0976479
      144.687      2.39426       3.0094404
      143.784      2.39426       2.9231920
      143.402      2.39426       2.6616277
      138.718      2.39426       2.6838148
      147.802      2.39426       2.8939086
      148.866      2.39426       3.0297385
      154.155      2.39426       3.1921033
      138.960      2.39426       2.7832384
      126.961      2.39426       2.9076533
      134.010      2.39426       3.1709627
      142.235      2.39426       3.1119873
      131.631      2.39426       3.1478528
      152.869      2.39426       3.8231873
      150.622      2.39426       3.8650762
      144.846      2.39426       3.5366264
      153.340      2.39426       3.4851044
      157.201      2.39426       3.2954527
      138.045      2.39426       3.3214423
      149.537      2.39426       3.5347884
      149.329      2.39426       3.2555098
      148.188      2.39426       3.5271647
      139.953      2.39426       3.0937448
      150.462      2.39426       3.0451345
      140.261      2.39426       3.2283522
      142.796      2.39426       3.5070740
      140.344      2.39426       3.4795117
