    pmRA(mas/yr)      pmDec      errpmRA      errpmDec      Distance(kpc)      PositionAngle(°)  
      0.62657657     -0.77417250    0.0630026     0.192905       1.3719809       64.003552
      0.57849376     -0.77836803     0.166968     0.119556       1.2532433       56.672675
      0.60694264     -0.76282457    0.0792939     0.133559       1.4642260       64.313331
      0.63445725     -0.78261731    0.0852785    0.0637737       1.4644864       51.814666
      0.62077784     -0.81303853     0.136327   0.00359910       1.4171855       39.906152
      0.63028914     -0.79644603    0.0705301    0.0609567       1.4064598       50.313021
      0.54291297     -0.84490369     0.196909    0.0812489      0.99220122       41.166555
      0.58002758     -0.81771966     0.164476    0.0992828       1.0707669       37.963963
      0.58325284     -0.81146789   0.00890303    0.0675525       1.1656766       39.519562
      0.63100840     -0.78912959     0.168254    0.0836592       1.0852449       42.822381
      0.60651462     -0.78515457    0.0432924    0.0977324       1.1005299       37.630316
      0.57252125     -0.84693708     0.100073    0.0909956      0.97586118       44.193465
      0.61290420     -0.77035382     0.249368    0.0747093       1.0819451       43.047790
      0.56934324     -0.83985467     0.191784    0.0815493       1.0993105       46.309304
      0.60241984     -0.79081790     0.161972     0.317939      0.97051678       56.074891
      0.63212028     -0.79536782   0.00812716    0.0980216      0.84519998       51.809046
      0.61324905     -0.84752605     0.132490     0.170229      0.97649599       49.383694
      0.62655319     -0.85876646    0.0379953     0.224999      0.99231512       53.498035
      0.57992841     -0.81458632    0.0587315     0.179206      0.92034711       50.591087
      0.58953256     -0.79973417    0.0339061     0.261524       1.2035805       47.962335
      0.63692701     -0.84909273    0.0250504    0.0420391       1.3531274       52.301066
      0.58899344     -0.82962019     0.451282     0.217021       1.3205784       52.381167
      0.61948455     -0.86535631     0.116371    0.0497959       1.3476121       44.029198
      0.56624957     -0.83491658     0.182447    0.0894354       1.1958881       44.328387
      0.57749014     -0.82545289    0.0212940     0.201742       1.1533607       44.175043
      0.64349919     -0.82293381   0.00785410     0.220774       1.3868820       36.973759
      0.62216708     -0.80446589     0.185422   0.00779519       1.3420475       43.346431
      0.58232977     -0.83058940     0.127440     0.181830       1.3609263       40.217401
      0.63960488     -0.76185783     0.152324     0.186052       1.2806358       40.307447
      0.62084783     -0.80982405   0.00836098    0.0984994       1.2603949       46.234455
      0.59051723     -0.82030650    0.0870639    0.0112201       1.2080934       43.260429
      0.58475743     -0.81809077    0.0162314     0.247861       1.1407773       42.038259
      0.63396190     -0.83672698    0.0243136     0.259310       1.0788953       42.435480
      0.60684342     -0.85102065    0.0503240   0.00904127      0.85644142       30.379230
      0.59686364     -0.75060286    0.0260984     0.175961      0.97727163       36.581419
      0.61140286     -0.82940478     0.217210     0.116261       1.1350733       37.962999
      0.61217456     -0.74496614    0.0958364     0.113690       1.1116162       39.304634
      0.60232337     -0.77395674    0.0937086     0.134073      0.97606065       23.113533
      0.61876408     -0.82066435     0.111703    0.0143729       1.1093182       34.677826
      0.59343304     -0.84280791    0.0916094     0.121073       1.1665639       29.590388
      0.59458646     -0.83154745     0.278543    0.0522807       1.2073268       26.863590
      0.59983503     -0.79792022    0.0219739     0.124481       1.0654070       31.252749
      0.63177481     -0.79490042    0.0492956    0.0356413       1.1644425       31.954989
      0.59591500     -0.81205380    0.0461715    0.0674673       1.2802752       31.318380
      0.59670305     -0.82777448     0.105706    0.0129949       1.2277427       28.222797
      0.57622384     -0.85388557   0.00774733    0.0952689       1.1324830       22.636994
      0.60277152     -0.82845488     0.122521     0.145681       1.5003212       32.379319
      0.63741129     -0.80770859    0.0543725     0.140811       1.2880774       40.193189
      0.58897881     -0.81081426    0.0429861    0.0817923       1.2569030       39.158624
      0.63029011     -0.76715610     0.238066     0.250239       1.4841639       38.573029
      0.62907084     -0.80391081     0.120557    0.0613993       1.4668652       40.861341
      0.58009288     -0.86530589     0.213130     0.130451       1.5412993       32.451443
      0.60640027     -0.79747330   0.00198183     0.120978       1.6621753       46.147810
      0.61800420     -0.82836276     0.252150     0.154694       1.7194186       41.102251
      0.65129589     -0.78060042     0.378067   0.00109228       1.4101471       43.982659
      0.61937516     -0.80009052     0.264280    0.0606665       1.5186829       49.689220
      0.62263330     -0.77570437     0.238764    0.0510113       1.4014171       56.152138
      0.64559785     -0.80264275   0.00262168   0.00643741       1.4641234       59.901275
      0.63522066     -0.76950890     0.251950    0.0329219       1.5778223       55.821446
      0.65087746     -0.80335656     0.170596    0.0774003       1.6735958       56.970119
      0.62894173     -0.82930846    0.0766723     0.180497       1.6328247       61.068010
      0.63602834     -0.73513176     0.163364    0.0230259       1.5783249       63.242381
      0.64313234     -0.82069116   0.00272388    0.0710395       1.4365564       65.928327
      0.59977969     -0.79080711     0.316716    0.0124004       1.6572347       55.046264
      0.60153473     -0.83204163    0.0769150    0.0818030       1.6436203       49.649794
      0.60913467     -0.80692398    0.0711324     0.152291       1.8494620       52.536450
      0.62864490     -0.78014797    0.0218548     0.120025       2.0068035       51.284866
      0.64022287     -0.80531476    0.0889374     0.123163       2.0696856       56.396708
      0.61934195     -0.74825971     0.216784    0.0677355       2.0284885       60.061455
      0.65156566     -0.80029558     0.362518    0.0578151       1.7635945       61.338140
      0.60822715     -0.75964242    0.0864832     0.110700       1.7321761       55.238855
      0.65287281     -0.77846922     0.131610    0.0557945       1.7118774       55.919579
      0.65872915     -0.80285804     0.156883     0.165714       2.0270158       54.522792
      0.65183958     -0.86299068     0.242874    0.0402548       1.9275919       56.478223
      0.60762509     -0.78515268     0.148727     0.122388       1.8361922       56.267962
      0.61637235     -0.81826108    0.0972401    0.0616421       1.8601656       50.550385
      0.63596534     -0.85039247    0.0771789     0.163542       1.7123602       47.898418
      0.64674923     -0.78514867    0.0640561     0.326232       1.7889819       51.376597
      0.65605943     -0.79654225     0.105745     0.129769       1.9642915       48.011142
      0.62211254     -0.75324000    0.0549138     0.124835       2.0994891       50.606338
      0.63341318     -0.79232470    0.0248642     0.102660       2.1280901       40.312186
      0.59609753     -0.81225292     0.145600     0.179803       1.9644974       32.005036
      0.64920626     -0.81392359     0.130361    0.0504871       1.7920373       35.166364
      0.60163545     -0.82081868    0.0466921     0.212715       1.7834217       35.494148
      0.58493870     -0.81873095    0.0450618    0.0695479       1.8933795       35.705027
      0.61085633     -0.76388216     0.190166     0.127137       1.9788540       41.263328
      0.59464072     -0.77742885    0.0610857    0.0700583       1.9715801       43.024697
      0.63587677     -0.79043176     0.150692    0.0384932       2.1121295       38.278640
      0.61007290     -0.81072187    0.0507009     0.134961       2.2744366       44.110973
      0.61758267     -0.82924897     0.353430   0.00187084       2.3866182       44.819989
      0.64104881     -0.76972868    0.0465908    0.0260516       2.2854369       47.612343
      0.67644233     -0.80779626    0.0736406    0.0192721       2.2199919       49.549555
      0.65048147     -0.78530754     0.192023    0.0443141       2.2426443       49.415195
      0.62857743     -0.77392327     0.275995     0.146531       2.0462805       56.008797
      0.63665329     -0.76136468     0.131233    0.0718029       2.0849944       51.932036
      0.62367195     -0.78966976     0.221359    0.0537407       2.1913421       55.168819
      0.61373337     -0.80416384    0.0827220   0.00180177       2.1389983       54.463464
      0.64901732     -0.74282945    0.0719897     0.193977       2.0994280       59.697779
      0.64466624     -0.71112820    0.0120911    0.0620611       2.1703262       61.688920
      0.62301235     -0.71427733    0.0611312     0.167576       2.2395335       59.653243
      0.61486569     -0.75872680    0.0621376    0.0321701       2.2588455       53.924472
      0.62702734     -0.75800645     0.187476    0.0867509       2.3903689       57.591642
      0.62411352     -0.80757005     0.234327     0.148766       2.3898890       53.137752
      0.61809951     -0.73407862     0.186563    0.0976538       2.1602972       47.153738
      0.60651590     -0.79514531    0.0919644     0.105579       2.2764881       51.666384
      0.61396398     -0.75183160     0.220932    0.0842202       2.0416808       49.546459
      0.62145696     -0.79210897    0.0728605     0.492861       1.9495102       55.634225
      0.60897357     -0.73784205    0.0899907    0.0232080       2.1157622       59.922985
      0.59949338     -0.80297215    0.0628560   0.00376761       1.9053490       51.668985
      0.61415763     -0.73236017    0.0550017    0.0540336       1.6939992       50.304290
      0.63340305     -0.78021765  0.000118461    0.0534264       1.6259348       52.582091
      0.61841448     -0.77155727    0.0203078     0.195928       1.5614351       59.897433
      0.64194118     -0.76070815    0.0387969     0.118375       1.6349106       58.688957
      0.60611530     -0.75545502     0.214741     0.121841       1.7805908       49.652596
      0.56545323     -0.79681998     0.143715    0.0658060       1.7760861       46.855113
      0.60334556     -0.77108236     0.133196    0.0622928       1.5796038       40.996281
      0.57723927     -0.79160975    0.0126317    0.0129357       1.3682535       33.570960
      0.58823524     -0.76610738    0.0337209     0.106226       1.4346591       35.662939
      0.57996710     -0.75768293     0.135907   0.00475136       1.5158905       31.647627
      0.57489106     -0.80911064    0.0394291     0.224561       1.5328590       50.946035
      0.57489227     -0.73931940     0.165858    0.0295913       1.4339574       48.262453
      0.56698236     -0.78184418     0.124318    0.0339522       1.4047345       54.549527
      0.56224841     -0.82783754   0.00878685    0.0798518       1.2524152       55.910389
      0.62121111     -0.77119272     0.116557     0.136562       1.2498176       59.319772
      0.56363998     -0.79204695   0.00565601     0.164642       1.1355512       64.703943
      0.60669370     -0.74739250     0.329653    0.0193010       1.1783977       55.336951
      0.61273809     -0.77505593    0.0205498    0.0824313       1.2340320       48.230859
      0.58149681     -0.77692942     0.362103     0.260565       1.2221394       43.290746
      0.55028881     -0.83362673     0.170855    0.0946466       1.2170563       28.289386
      0.57337006     -0.78092483    0.0606068    0.0371336       1.4348201       19.536925
      0.55755156     -0.81302547    0.0542676     0.101445       1.3706758       25.571022
      0.58288698     -0.79916045    0.0211560    0.0453924       1.4994684       29.228901
      0.63099437     -0.81921331     0.318907     0.175435       1.5222102       34.020576
      0.61508545     -0.78659860    0.0442774     0.208070       1.6102410       44.258367
      0.62087754     -0.76876996     0.179535    0.0942191       1.7738516       40.936066
      0.57901885     -0.77037574    0.0581847     0.171970       1.6384801       33.247820
      0.59099326     -0.76281377     0.178621    0.0463973       1.7216259       31.083489
      0.58701253     -0.78884218    0.0580321    0.0200695       1.9076313       34.220346
      0.59840562     -0.77151188     0.297533    0.0636417       1.9802321       27.005136
      0.60649384     -0.76999692    0.0261651     0.205808       1.8944391       25.443860
      0.57453595     -0.81499236     0.219208     0.162489       1.8888533       22.373812
      0.57697521     -0.78568925    0.0640781   0.00590142       1.6625062       20.921874
      0.57808346     -0.77753240     0.104406     0.182071       1.6453274       21.031911
      0.58854625     -0.78214049    0.0874817    0.0987408       1.4952942       23.335116
      0.57305629     -0.81461947    0.0972940    0.0130531       1.6106910       16.256798
      0.57156333     -0.79167900     0.136828    0.0916046       1.6665262       26.585359
      0.57564247     -0.80277945    0.0542700     0.216061       1.3485808       29.428982
      0.58307060     -0.80585693    0.0891125    0.0979537       1.3788645       26.433319
      0.54570103     -0.77795637     0.107841    0.0230224       1.6687657       24.068141
      0.58591724     -0.78453995    0.0752991    0.0610770       1.6951898       26.235168
      0.58850186     -0.80335126    0.0853796     0.108600       1.6471769       31.994585
      0.57041071     -0.81334111     0.216058    0.0410833       1.8801790       16.081176
      0.56624993     -0.75450445    0.0548004    0.0124851       1.8078932       14.454204
      0.56107880     -0.81606685    0.0696173     0.290227       2.0632961       19.039161
      0.56727123     -0.74571065    0.0204625     0.117965       2.0846517       26.966531
      0.60071640     -0.79514633     0.252815    0.0110889       2.1450416       17.839816
      0.56077322     -0.74498917    0.0832299     0.386816       2.2209259       20.355354
      0.57966907     -0.82842497    0.0362745   0.00280267       2.1160201       19.704218
      0.55608038     -0.79458185   0.00394430    0.0408212       1.9928253       16.243733
      0.56485217     -0.78251527     0.388202     0.127434       1.9931993       15.254997
      0.56975657     -0.81083285    0.0948522    0.0277532       1.9936793       13.620705
      0.55628050     -0.76611398     0.204831     0.212597       1.9551966       23.800620
      0.58688184     -0.78491749     0.113677     0.252995       1.7916759       27.550935
      0.51589119     -0.76968702    0.0215618    0.0499751       1.5731216       31.447508
      0.59660127     -0.75390318     0.204980     0.125028       1.8966577       41.070488
      0.58108527     -0.74915745    0.0915261     0.141588       1.6889425       49.509742
      0.60043934     -0.74861760     0.199247     0.113262       1.5791066       50.336719
      0.59944930     -0.75270980   0.00331448     0.102708       1.6395375       33.519370
      0.56392589     -0.74061780    0.0423356    0.0566348       1.6419102       33.096744
      0.61512215     -0.80186594     0.117365    0.0607655       1.7299559       35.702454
      0.60776074     -0.74201449    0.0764745    0.0347115       1.7041221       38.862091
      0.56913699     -0.80521703     0.124042     0.359462       1.8719089       35.994300
      0.58191242     -0.74195310     0.476207    0.0303921       1.9107478       32.364781
      0.61590738     -0.75276722     0.232844    0.0937395       2.0546650       39.622746
      0.59915386     -0.79547703    0.0856296     0.267904       1.8808994       42.313480
      0.59050381     -0.80356768     0.213726    0.0957850       1.7359860       44.829825
      0.61738061     -0.73038440     0.148688    0.0968123       1.9381492       45.066390
      0.60878132     -0.77833904     0.261152     0.143192       2.0322443       44.320102
      0.55320026     -0.76446792     0.108527    0.0336040       2.0756198       37.007920
      0.56983985     -0.73637369    0.0319744     0.276130       2.0098284       30.339565
      0.61799710     -0.76746290     0.157410     0.108399       2.3895218       40.246701
      0.61325853     -0.76358127    0.0855439    0.0656026       2.3612826       46.419195
      0.59441028     -0.72653757     0.193021    0.0270629       2.1988379       47.160282
      0.60384231     -0.71004815     0.117531    0.0628786       2.1589604       45.128473
      0.60740057     -0.78096842     0.205943    0.0831071       1.9903303       48.307934
      0.60160426     -0.77357141     0.339146    0.0744929       2.0941276       50.708617
      0.58149961     -0.78291463     0.117814    0.0257186       2.0846611       39.093114
      0.58195458     -0.75815485    0.0741573    0.0631490       2.0650512       40.936164
      0.63112888     -0.73058754    0.0438940    0.0960477       2.3864916       48.825235
      0.61061808     -0.75406004    0.0565997    0.0271425       2.5643948       43.631406
      0.61263089     -0.75367204    0.0647102    0.0564502       2.8195294       40.607559
      0.59505501     -0.79792372    0.0311191     0.118223       2.5470563       32.557263
      0.43005793     -0.72678227     0.186786    0.0877499       2.6508282       34.480075
      0.60842911     -0.78701759    0.0441912     0.121815       2.5564703       39.655655
      0.59479290     -0.79876894     0.168250    0.0599485       2.5467113       38.788564
      0.62677545     -0.80342193    0.0598764     0.342635       2.5890405       36.250992
      0.57631592     -0.75185985    0.0441547     0.102018       2.4332664       37.807343
      0.57009848     -0.79285621     0.107033    0.0742089       2.3228534       34.082145
      0.57524846     -0.79944551    0.0390647     0.135232       2.4873625       29.888679
      0.57053051     -0.77672926     0.160520    0.0745006       2.5908406       23.951851
      0.59617829     -0.78872859     0.436095    0.0815152       2.2352647       31.803589
      0.62803331     -0.80043877    0.0624498    0.0849186       2.3735343       31.375967
      0.58005632     -0.76465802   0.00656625   0.00904919       2.4720462       32.837532
      0.61189781     -0.77330024    0.0673444     0.106933       2.5508981       32.365556
      0.57834764     -0.80137038     0.261673    0.0889675       2.6288179       32.195276
      0.60410543     -0.74010259   0.00138983    0.0166009       2.5322075       31.059238
      0.58210994     -0.77266895    0.0790970    0.0745200       2.4082200       28.112466
      0.60733534     -0.73969378     0.233042    0.0382845       2.5915780       28.523108
      0.55778792     -0.73858178   0.00303732    0.0318327       2.9822872       30.985497
      0.57986198     -0.75041460     0.257296    0.0705225       3.5175182       19.582171
      0.57090263     -0.73992244     0.175995     0.215969       3.1443175       20.063182
      0.56245673     -0.75098665   0.00335580     0.139385       3.0944809       19.666803
      0.57453854     -0.80419005    0.0321752    0.0315144       2.8803735       25.942444
      0.56948745     -0.76407877     0.357388    0.0220567       3.1227193       23.648655
      0.57780285     -0.76836524     0.183182     0.311561       2.7977317       28.978200
      0.59261276     -0.75570827     0.251779    0.0940382       2.8957447       41.875261
      0.59588154     -0.75092992     0.220216    0.0616780       2.7827856       42.824801
      0.59601637     -0.74590602    0.0241435   0.00519986       2.6471838       36.450559
      0.55505293     -0.71584993    0.0615035     0.124705       2.5368160       37.777051
      0.58449482     -0.74556464     0.127688     0.183371       2.4907586       35.994994
      0.58645987     -0.73998825     0.241750    0.0384758       2.1234719       35.084341
      0.58109332     -0.75935967     0.122780    0.0741169       2.6318311       27.494192
      0.57653674     -0.80004375   0.00766260    0.0107810       2.4846092       27.293412
      0.54395675     -0.77376875    0.0683326    0.0372395       2.0690083       20.880984
      0.58142373     -0.75163662     0.217582    0.0807770       2.0154176       24.989738
      0.56868305     -0.71941336     0.114130    0.0511012       1.9697928       29.009301
      0.58113923     -0.76491847    0.0584390    0.0388570       1.8745457       26.505250
      0.58765677     -0.75063827     0.165426    0.0228206       1.9157473       36.525921
      0.57254506     -0.77628580     0.246921    0.0349359       2.0440581       37.967631
      0.54670711     -0.76429959     0.413332    0.0640796       2.2505033       28.129056
      0.57719126     -0.75359471   0.00172198    0.0239603       2.0825782       28.349696
      0.40843556     -0.68561561    0.0786564    0.0214080       2.3418987       30.684933
      0.56312218     -0.74143921     0.306371    0.0110843       2.4838042       23.455230
      0.40342862     -0.71623840    0.0569965    0.0958846       2.5182049       29.027431
      0.55642806     -0.72639699    0.0883439    0.0474701       2.6491818       22.449083
      0.58029664     -0.76253502    0.0706563    0.0150496       2.6948822       24.937854
      0.55376023     -0.71564183    0.0886987   0.00165574       2.6555451       26.720169
      0.55717897     -0.72020969    0.0926635   0.00856102       2.3414640       16.678583
      0.55767303     -0.72474124    0.0298030    0.0374458       2.9970451       19.183518
      0.55646097     -0.79912663    0.0516602    0.0287676       2.9487706       22.968040
      0.55034091     -0.76321740     0.308718     0.136456       2.7084096       16.473677
      0.38896299     -0.75390174    0.0610562    0.0437309       3.1722758       12.007946
      0.54728801     -0.76203878     0.249957    0.0705605       2.9022117       11.036388
      0.53459063     -0.74340586     0.276138     0.196166       2.7921818       11.863510
      0.39380783     -0.73484870    0.0776301     0.144844       2.2918113       11.675596
      0.55266921     -0.76231790    0.0790028     0.162731       2.3181971       12.039143
      0.55906445     -0.80929524     0.109313     0.170261       2.8273059       19.770794
      0.56830079     -0.74079149     0.132337    0.0379578       2.4965464       19.150877
      0.56404430     -0.75502945    0.0957584     0.263504       1.9359088       22.951131
      0.58256668     -0.78644050     0.130411     0.298303       2.2775530       26.444678
      0.57603560     -0.77124628    0.0285887    0.0205352       2.3961787       27.510404
      0.57738889     -0.79451600     0.131265    0.0798242       2.5247854       24.844415
      0.58407341     -0.78210174    0.0496698     0.264072       2.3633783       25.055067
      0.56554063     -0.79983226    0.0693316     0.315037       2.2243646       22.028068
      0.53931657     -0.76649900    0.0970444   0.00396828       2.3193918       19.324050
      0.57026017     -0.75576724    0.0938935     0.114718       2.4395306       18.302572
      0.57177796     -0.78399988     0.163911     0.141574       2.4126741       20.363551
      0.56811903     -0.77877721     0.119714     0.287921       2.3745967       12.072191
      0.24039192     -0.58317270    0.0995833    0.0286649       2.9434401      -94.937787
      0.21043012     -0.60389870     0.297939    0.0597590       2.8693874      -77.794845
      0.26583897     -0.61862956    0.0414754    0.0807552       2.1456432      -75.866283
      0.24454466     -0.60366283    0.0258156    0.0240770       2.7746079      -87.490998
      0.22163692     -0.55710586     0.201581     0.237650       2.2226374      -80.286494
      0.23930156     -0.58209750     0.128052    0.0582993       1.4254271      -96.746129
      0.25011506     -0.58263550    0.0862931    0.0275680       1.4488387      -110.04049
      0.25415241     -0.56220218     0.376265     0.135158       1.6522084      -115.72377
      0.20448302     -0.53991055    0.0369841    0.0619982       1.6605524      -99.876877
      0.26655125     -0.54630964    0.0636828    0.0468183       1.6712821      -121.77237
      0.19999008     -0.53692104    0.0636336    0.0359220       1.9841804      -109.40636
      0.18908019     -0.53610459     0.116871    0.0646382       2.4954841      -113.91747
      0.19933001     -0.59135413     0.256016    0.0370766       3.3488291      -111.68936
      0.22286226     -0.57504748    0.0876018     0.143824       2.5608856      -115.65224
      0.22649639     -0.57203299    0.0990634     0.107991       3.1041705      -128.13931
      0.19685429     -0.55601304    0.0544537     0.100047       3.3725251      -129.38355
      0.21927708     -0.57086512    0.0595770    0.0738911       2.1813721      -128.29138
      0.23739350     -0.57206417    0.0665360     0.135356       1.9287886      -129.54394
      0.22902024     -0.59125147     0.223824    0.0596248       2.0200977      -117.71716
      0.24890818     -0.56560630     0.166524    0.0692042       2.1696772      -110.15206
      0.22964458     -0.57587196     0.111710     0.103319       1.8656495      -99.027088
      0.23421632     -0.57565178     0.240173     0.132221       2.5294571      -99.416073
      0.25315603     -0.59184032    0.0200970    0.0560006       2.1553343      -99.140502
      0.23611343     -0.61661861     0.102378     0.329190       2.5040534      -94.332042
      0.22304135     -0.61424244     0.210531    0.0917472       3.1318684      -102.87390
      0.20393649     -0.59463823    0.0458910    0.0461569       3.4385413      -120.64669
      0.21503137     -0.58115684     0.168505     0.180161       3.7802636      -115.73442
      0.19732136     -0.58698831     0.196703    0.0338781       3.2738121      -110.05058
      0.19220025     -0.61588823    0.0487984    0.0752431       3.9047295      -111.21650
      0.20274154     -0.60240157     0.115433    0.0231668       3.5067114      -119.87926
      0.22366624     -0.60948603   0.00913815     0.174445       3.3829890      -114.29572
      0.20214161     -0.60250924     0.118614   0.00233059       3.7918018      -127.81935
      0.20570943     -0.59595877    0.0549787    0.0405772       3.9500496      -127.99680
      0.20623214     -0.63743325     0.129043    0.0956871       4.5179104      -125.01755
      0.22531249     -0.60686362     0.268070     0.242822       4.5526075      -134.92822
      0.24622156     -0.61120410     0.110206     0.103429       3.9382240      -133.51990
      0.23783106     -0.64142783    0.0244549    0.0693197       4.1572930      -132.75176
      0.28333120     -0.64766799    0.0390528    0.0423244       3.3898174      -135.04834
      0.22690428     -0.61093909    0.0718499    0.0831840       2.9097816      -119.49561
      0.23720492     -0.62798156     0.141170    0.0216652       3.3314307      -116.27025
      0.22878503     -0.62530689     0.234674     0.147663       3.3634036      -132.22175
      0.27379913     -0.59474457    0.0923058     0.305588       2.4487274      -142.38281
      0.20716784     -0.59969614     0.137695   0.00199482       2.8127974      -132.09809
      0.23880869     -0.60183679     0.109074     0.116959       3.3919319      -144.72994
      0.26366127     -0.57600860    0.0855240     0.129577       2.8496144      -144.82570
      0.32660005     -0.58435747     0.171270    0.0254625       3.4792053      -161.93415
      0.25357008     -0.62991279   0.00387959     0.193844       3.4228625      -149.85544
      0.21557087     -0.62427816    0.0920219     0.102972       3.6752891      -140.93953
      0.25078791     -0.57599497    0.0965224    0.0782504       3.8929110      -147.87511
      0.21204984     -0.54484583    0.0865340     0.103871       4.2147860      -152.77861
      0.22063544     -0.57573734    0.0678853     0.150363       4.1712761      -146.09594
      0.25535310     -0.55437818    0.0136449     0.175186       4.1631855      -157.87109
      0.31035981     -0.56424706     0.171201   0.00622161       3.0571064      -161.28575
      0.25864464     -0.56921189     0.168024     0.323891       2.9319368      -161.94406
      0.24806756     -0.55294225    0.0874958     0.104186       3.3777079      -161.84738
      0.30363189     -0.53728553     0.243502     0.105935       3.9563812      -177.97718
      0.26764938     -0.54285968     0.256809    0.0190761       4.1647236      -160.88080
      0.26459455     -0.53632298  0.000822783    0.0195857       1.9302025      -126.89961
      0.21214920     -0.53872390    0.0151222    0.0723701       3.3522142      -144.57088
      0.25260342     -0.54484199     0.204110    0.0122463       3.0507096      -149.96175
      0.25465869     -0.55030930    0.0947246    0.0688668       2.3723300      -138.16904
      0.26497547     -0.55377217     0.260857     0.170678       1.2662647      -141.76567
      0.24253895     -0.53166535     0.294567    0.0675233       1.6552679      -147.67903
      0.22574341     -0.52557474     0.172550     0.101605       1.5059713      -148.42180
      0.28450460     -0.50073207     0.157904     0.104399       2.3717553       164.75027
      0.26995250     -0.48813725     0.325196    0.0944175       1.6392386       166.25511
      0.28894730     -0.53908256    0.0437057     0.124667      0.60497194      -130.25223
      0.28586183     -0.56274850    0.0464244    0.0239304       1.5057418      -153.07664
      0.25050430     -0.54884341     0.165463    0.0663403       1.2416583      -167.44403
      0.29401230     -0.54569212    0.0594814    0.0465391      0.77231464       143.09415
      0.28537547     -0.50583945    0.0189681     0.186423       1.3568163       97.943787
      0.32993811     -0.51424595     0.190865     0.203949       1.7768838       135.29460
      0.36142016     -0.51217725     0.115209    0.0209296       2.7439486       149.07609
      0.33371683     -0.53443676     0.172641    0.0111438       4.0994241       175.52487
      0.33880037     -0.51415237     0.109607     0.146592       3.9737153       169.19860
      0.33484145     -0.56096648    0.0186405     0.130162       2.2210683      -176.82645
      0.28391613     -0.56185570     0.214305     0.151017       2.2999901      -169.70121
      0.29953804     -0.58372712    0.0447491     0.171245       3.6494620      -170.28219
      0.35063394     -0.54901942    0.0105820    0.0989708       3.1086352       170.65000
      0.33377583     -0.57021187    0.0346999   0.00866612       3.2653922       176.58481
      0.32344819     -0.57842051    0.0251076     0.154852       2.8113520       170.70266
      0.35842689     -0.55085308    0.0263409    0.0764209       3.2611466       160.99580
      0.36696972     -0.54802155    0.0364097     0.177120       2.5051297       152.02006
      0.35288913     -0.56968614    0.0851333   0.00538440       2.3443516       151.23524
      0.40722001     -0.54994128    0.0565345    0.0688384       2.1989696       145.63134
      0.34462963     -0.56115831    0.0580997     0.113168       1.3677084       150.80557
      0.33931523     -0.58123071    0.0184125    0.0838061       1.2513499      -175.79921
      0.35930486     -0.57406113     0.105028     0.270877       2.4145337       164.80585
      0.36061571     -0.59842648     0.112865     0.162557       2.0437037       177.05245
      0.31045731     -0.62485819     0.181520    0.0946017       2.4246538      -173.86665
      0.32176817     -0.60128738     0.107721     0.154766       2.3465667       176.13933
      0.34023819     -0.58609376     0.155979    0.0142015       2.9825956       172.33496
      0.29938137     -0.58678553     0.135537     0.120156       2.3956447      -175.92214
      0.31502515     -0.59898097     0.144649    0.0779650       2.6925386      -168.43681
      0.30964514     -0.59360034    0.0105429    0.0943171       2.2960603      -163.79878
      0.32939667     -0.59935407     0.153390     0.140636       2.2892379      -161.66572
      0.30765881     -0.59986028     0.146536    0.0489365       2.6848362      -153.68245
      0.31565469     -0.59662844    0.0560213     0.167815       3.0489018      -162.17125
      0.28080625     -0.59587073     0.122178     0.228214       3.2941137      -164.38659
      0.30080302     -0.57682843    0.0450828    0.0807815       2.6310161      -171.24854
      0.27929127     -0.57122256     0.152154     0.162600       2.0515565      -161.21409
      0.29274231     -0.58167700    0.0318944    0.0481828       1.4345108      -172.28329
      0.30522177     -0.59013898   0.00983693    0.0753670       1.7435886      -131.97795
      0.29480854     -0.64190881    0.0422114     0.151589       2.8296093      -137.57800
      0.26342315     -0.62211518    0.0890940    0.0405806       2.4654507      -158.27226
      0.30627454     -0.62959414     0.125357     0.149621       2.4348362      -141.31362
      0.30833657     -0.62647278    0.0142122    0.0451089       1.8409981      -155.39537
      0.32040927     -0.63848605    0.0751935     0.279009       1.9886595      -162.07042
      0.32922002     -0.61525497     0.393971     0.143611       1.9158749      -169.69315
      0.29475375     -0.60914569     0.327090    0.0828820       1.3922140      -168.99165
      0.33026615     -0.59762048    0.0547467    0.0804383       1.2278007       174.00754
      0.33432481     -0.59910052     0.158628    0.0474689       1.5151132       166.18043
      0.33952641     -0.59452425     0.295108   0.00103737       1.6019823       170.00217
      0.31299706     -0.61315665     0.401875     0.154465       1.8827523      -175.73010
      0.43548638     -0.61735054     0.239957     0.191678       1.5994622      -178.42750
      0.34568291     -0.62461920     0.103865    0.0256352       1.3220646      -173.44503
      0.30006104     -0.62376593    0.0331643    0.0560898      0.20649307      -147.66725
      0.32700566     -0.64021809    0.0945938     0.188537      0.42656309      -176.85102
      0.29907031     -0.63400279    0.0814184    0.0255973      0.50072625      -138.31448
      0.32908620     -0.61013350    0.0539228     0.145745      0.60983785      -176.88276
      0.32365676     -0.60651867     0.134547     0.153836      0.96726300       174.48379
      0.34703133     -0.59975993    0.0486267  0.000771211       1.3296814      -169.21781
      0.31156217     -0.59623416     0.177738    0.0150896      0.77082389      -141.52339
      0.30803214     -0.60848607    0.0632389    0.0833051      0.39716541       175.33039
      0.32511004     -0.59689899    0.0972896    0.0765500      0.60919119       148.32299
