    pmRA(mas/yr)      pmDec      errpmRA      errpmDec      Distance(kpc)      PositionAngle(°)  
      0.73237099     -0.78082941     0.399388    0.0679212       2.8240953       95.662587
      0.74752312     -0.77019574     0.140080    0.0182278       2.8855211       94.865762
      0.73552233     -0.79529704    0.0115012   0.00693857       2.6746252       98.348254
      0.73372747     -0.76128745     0.187522     0.205615       2.8949388       97.509387
      0.71955114     -0.79961866     0.160494    0.0107005       2.9171083       98.344777
      0.73576072     -0.77601943     0.211183     0.100293       3.0426451       97.386861
      0.73456425     -0.78780975     0.165958     0.124290       2.7969899       94.757310
      0.72778118     -0.77289083     0.206706    0.0359247       2.6807271       97.153407
      0.69353023     -0.77816809    0.0153859     0.243800       2.6188851       95.240488
      0.73645635     -0.81401710    0.0401134    0.0647968       2.7267845       99.088270
      0.69325139     -0.77397005    0.0406857    0.0165382       2.7792474       103.62977
      0.73881487     -0.73876821    0.0271629     0.117628       2.6779729       105.90465
      0.70871604     -0.79635100     0.247989     0.212400       2.5156702       100.55810
      0.70993760     -0.80722600     0.172751     0.180647       2.4826984       105.42408
      0.71222309     -0.79145417     0.181836   0.00303836       2.4687549       90.267601
      0.73728019     -0.75305454     0.153214     0.118262       2.3589556       96.691088
      0.71941041     -0.80423027    0.0474832    0.0959757       2.1584336       101.14446
      0.69597694     -0.78162326     0.193718     0.212740       2.2955638       105.18892
      0.73048183     -0.76611548     0.207620     0.170926       2.3978666       106.54905
      0.69333590     -0.80129142    0.0192907    0.0912821       2.3660094       106.28645
      0.71204652     -0.78586453     0.135797     0.242437       2.3960661       106.20473
      0.70682302     -0.75894965    0.0757743    0.0968476       2.5396259       113.48629
      0.72234053     -0.77303147     0.310893     0.196822       2.4362862       107.69316
      0.70694737     -0.78138965     0.192718    0.0885091       2.5228077       102.63410
      0.68561102     -0.79057663     0.131192    0.0166334       2.3827788       102.52266
      0.69214519     -0.76067432   0.00532947     0.160091       2.1920477       102.50363
      0.68008730     -0.76895104     0.203076    0.0993639       2.3649101       91.654523
      0.73051735     -0.72557580    0.0342807     0.217041       2.1994690       99.582846
      0.70667274     -0.77990693     0.124414    0.0929363       1.9283307       90.757144
      0.67299394     -0.78404306     0.254397    0.0485701       2.2646286       91.178811
      0.67901085     -0.76858820    0.0147902    0.0347125       2.2380251       87.138531
      0.67406974     -0.78551061     0.275975    0.0567691       2.2789830       88.082374
      0.74791036     -0.72546377    0.0722319    0.0281239       2.6425437       86.430739
      0.70390556     -0.76603425     0.292728     0.137133       2.5038257       87.887215
      0.69643673     -0.79841009    0.0168562    0.0948050       2.4239369       92.045091
      0.70847749     -0.79505548     0.131268     0.132376       2.5685699       86.858201
      0.71485352     -0.82201204    0.0307534    0.0146070       2.5063660       83.329863
      0.72160087     -0.75260831     0.545082     0.200921       2.4975541       82.323792
      0.66247110     -0.75637377     0.106291    0.0605800       2.0922327       83.804975
      0.70044237     -0.75781621     0.170035    0.0407129       2.2052877       86.827356
      0.68869763     -0.78621464    0.0603187    0.0663315       1.9787460       86.526393
      0.66721968     -0.81721869     0.216251     0.245231       1.9732371       84.104709
      0.64194754     -0.78068771     0.118160    0.0448091       2.2654480       92.021680
      0.67463570     -0.82584582    0.0425525    0.0915519       2.2321165       91.726001
      0.67142193     -0.77165223     0.203056    0.0469315       2.3391472       96.329348
      0.68281420     -0.75550225    0.0781118     0.198066       2.4133974       94.194983
      0.68313874     -0.74404256     0.466661     0.128813       2.5122811       91.782394
      0.68635989     -0.73502026    0.0803283    0.0126031       2.5331456       97.726732
      0.67591664     -0.73328559    0.0612231     0.107699       2.6199538       97.984501
      0.70320570     -0.79527642     0.307542     0.205427       2.7558669       98.957759
      0.70135046     -0.70818069    0.0557708    0.0190141       2.7967199       98.347667
      0.73626199     -0.71045536     0.265015    0.0421763       2.9334703       97.928976
      0.73320883     -0.70561036     0.170330    0.0565958       2.9714300       100.05475
      0.68499697     -0.70583483     0.357639    0.0911213       3.0764793       95.333262
      0.72867433     -0.75676226    0.0463316    0.0103822       2.8438706       95.100177
      0.69918529     -0.75396492     0.201090     0.161397       2.5695737       95.582645
      0.69431236     -0.75705940    0.0615943    0.0962698       2.7106666       97.124099
      0.68693044     -0.75262982     0.148073   0.00431059       3.1720129       102.05364
      0.73802792     -0.73675703    0.0492611    0.0218497       3.0139299       105.50870
      0.70669947     -0.70188566     0.121455    0.0640840       2.7919606       104.64787
      0.67134582     -0.74459751    0.0454603   0.00794413       2.5806232       101.33314
      0.68508461     -0.75133032     0.326417     0.186561       2.6990033       103.14634
      0.69592702     -0.77751793     0.111275     0.144112       2.5393774       102.19814
      0.69916654     -0.77837317     0.114824     0.115401       2.6221520       100.65997
      0.70557688     -0.72327358     0.122940     0.253629       2.4189039       103.29876
      0.69396654     -0.79168234     0.236831     0.202496       2.5859108       107.39913
      0.68688746     -0.78544652    0.0386068    0.0835382       2.4733297       110.95046
      0.71202168     -0.76862692     0.180823     0.140337       2.8292874       112.85427
      0.73380709     -0.73735745   0.00982842  0.000190131       2.6729645       115.43978
      0.71341740     -0.74878654    0.0369156    0.0309748       2.9112560       116.38896
      0.71575479     -0.74525504     0.171910    0.0916281       2.9294485       115.81186
      0.69455396     -0.77562388    0.0995216     0.178865       2.8932937       116.25577
      0.75603743     -0.69202275   0.00230783     0.113737       2.8286682       110.76150
      0.70008920     -0.71930361   0.00231355     0.147993       2.7137258       109.74657
      0.73895224     -0.74020591    0.0477060    0.0830391       3.2337684       109.87453
      0.72040902     -0.75948202     0.112242     0.143215       3.0575809       111.19626
      0.76958594     -0.69006565     0.172701     0.101999       3.0496503       109.35320
      0.73738271     -0.76636837     0.291272     0.147465       3.1031455       106.20726
      0.74826055     -0.75388629    0.0200576     0.198589       3.0824256       108.91292
      0.74739901     -0.76796781     0.244173     0.186946       2.9707846       111.67546
      0.74274817     -0.70723862     0.293633     0.158162       2.8591425       106.87370
      0.71663317     -0.69862911    0.0663932     0.208164       2.9283144       104.28937
      0.72864750     -0.74842666    0.0519955    0.0574724       2.9626893       102.64137
      0.73656689     -0.73089113    0.0932655    0.0866215       3.0722427       106.34416
      0.73199966     -0.75586346     0.164136    0.0650302       3.1908432       100.67222
      0.73773374     -0.74596392    0.0973664    0.0126871       3.2604067       103.63102
      0.75845978     -0.73706866    0.0383690    0.0218291       3.4067370       102.34604
      0.73338514     -0.73919894     0.128642    0.0960899       3.4935186       103.50579
      0.74585940     -0.70880767     0.204149     0.143657       3.5924835       101.38137
      0.76193719     -0.74762238    0.0432834    0.0271100       3.6595274       106.21632
      0.73933768     -0.74720404     0.123919    0.0259353       3.6921650       102.09849
      0.74142155     -0.71676263    0.0577786    0.0583966       3.5648110       102.97234
      0.76352428     -0.73890460     0.296079    0.0423749       3.7356809       103.38291
      0.77816424     -0.74111809     0.140438     0.128589       3.5569641       101.41465
      0.74897535     -0.74792726    0.0671764     0.122056       3.3512586       98.538263
      0.74630891     -0.75631892    0.0483926   0.00101076       3.3072428       97.353916
      0.74920901     -0.71536806     0.211133    0.0212002       3.3268573       98.002224
      0.72890182     -0.77794476     0.194909     0.160374       3.4536470       97.691298
      0.73280768     -0.73194481    0.0592878    0.0847809       3.3217995       94.185319
      0.73522044     -0.75374814     0.160591    0.0101312       3.4024071       90.993341
      0.69965198     -0.73327036     0.175770     0.208243       3.0929239       89.091655
      0.72718734     -0.72928341    0.0302632    0.0799092       3.0760541       89.536684
      0.72497086     -0.76920754     0.207012    0.0262115       3.0483201       88.058705
      0.70802448     -0.75338506     0.119412     0.205475       3.2354946       90.256947
      0.72977448     -0.70766396     0.124070    0.0956356       3.1685243       92.525937
      0.70122536     -0.72550351    0.0180974     0.142334       3.0168134       97.335206
      0.72703523     -0.73480497    0.0772427    0.0730939       2.9684781       95.467987
      0.71663181     -0.73633184  0.000209505     0.116870       3.0915324       97.336689
      0.73264989     -0.71184662     0.213616   0.00216213       3.5398651       90.475974
      0.73979496     -0.67487827   0.00783588    0.0904429       3.5124154       89.457270
      0.74530907     -0.69653871     0.260591    0.0992980       3.6461211       93.396454
      0.74403974     -0.65176819     0.152507   0.00484328       3.6857596       96.178789
      0.75125625     -0.73873014     0.145385     0.112511       3.7055398       97.352872
      0.73542844     -0.66929554    0.0172845    0.0913123       3.6669942       93.773108
      0.71521648     -0.73464899     0.194686    0.0172297       3.5134608       94.457214
      0.75505513     -0.69352491     0.144907    0.0420007       3.4031974       99.419484
      0.73068059     -0.74541695     0.211038    0.0119734       3.6064611       99.291492
      0.72939540     -0.73947985     0.140508     0.220613       3.5483572       102.43538
      0.74091462     -0.71891937     0.238422    0.0490516       3.7512499       102.77557
      0.45743460     -0.71553922     0.118506    0.0909880       3.5800108       100.12779
      0.79399422     -0.67809888    0.0916401    0.0611029       4.0211257       103.28518
      0.75489073     -0.67587888    0.0229029     0.177869       3.8832466       102.80352
      0.77449735     -0.64473891    0.0856712     0.152605       4.0129568       101.68062
      0.76023292     -0.66826477    0.0617575     0.136153       4.0154825       106.80908
      0.78179570     -0.70053374   0.00184222    0.0218267       4.0071102       107.05116
      0.74436228     -0.71816415     0.214615    0.0443109       3.6544033       101.28506
      0.74994203     -0.73041750    0.0966888     0.176418       3.5774412       105.85994
      0.74343871     -0.71921586    0.0942934    0.0239378       3.5684306       108.78132
      0.72651629     -0.75409722    0.0353020    0.0770306       3.3729704       109.88096
      0.75073757     -0.75462116    0.0602811     0.115263       3.3007716       104.50885
      0.72747088     -0.78653571     0.364889    0.0599544       3.1580820       108.00124
      0.71008094     -0.75406133     0.139723     0.282860       3.0837564       111.20814
      0.70746556     -0.74650038    0.0318044     0.148515       2.9031985       111.12308
      0.71131362     -0.71932822     0.119472    0.0999300       3.1768941       119.50499
      0.72371021     -0.70546267     0.109226     0.152564       3.2726288       118.88564
      0.70146523     -0.75472933     0.222941     0.126178       3.0369340       110.98400
      0.70623972     -0.72807051     0.147011    0.0218273       3.2520030       106.51989
      0.69713163     -0.72847865     0.241215     0.104650       3.0429400       102.54675
      0.71112503     -0.74165909     0.183091     0.251834       2.8107955       102.91636
      0.72100201     -0.71829477    0.0842494    0.0925626       3.1614764       103.41484
      0.70308460     -0.71111505    0.0551855     0.176955       3.0160080       100.21553
      0.70395567     -0.75627611    0.0363679   0.00827751       3.0361537       97.686563
      0.69651654     -0.74194359   0.00852306     0.135809       2.8303671       98.467746
      0.71803240     -0.73350375     0.107381     0.168504       2.9157880       89.840864
      0.68554790     -0.71395332     0.155604     0.121818       3.0598721       89.462632
      0.70960029     -0.73327754     0.173294    0.0149941       3.3335052       93.242199
      0.69920926     -0.67047108     0.100328     0.187482       3.1263945       97.264263
      0.67202589     -0.65034906    0.0896056    0.0447171       3.2205296       85.791857
      0.67628930     -0.70202675     0.176010    0.0254576       3.0956403       89.418829
      0.66124488     -0.76259688    0.0821395    0.0852527       2.4733091       84.181387
      0.63967789     -0.75295039    0.0676059     0.211954       2.5850433       76.981588
      0.66208890     -0.75102365     0.288129    0.0471889       2.6722430       72.992441
      0.66605761     -0.75558393    0.0533100    0.0342348       2.3842947       75.661183
      0.66094646     -0.69610870     0.177319     0.233157       2.5655975       71.186861
      0.65277790     -0.72016876    0.0753456     0.109854       2.3463900       78.647525
      0.66661753     -0.75077602     0.147014    0.0695499       2.5650229       83.887651
      0.69082329     -0.72206784     0.125092     0.298431       2.6734119       84.132617
      0.69023692     -0.76172129     0.271398     0.169308       2.4291513       88.975278
      0.69332196     -0.73192024    0.0585890     0.108748       2.3584856       91.878183
      0.66343564     -0.70302157     0.135701    0.0444158       2.5207569       87.403226
      0.69213760     -0.74441870    0.0208514    0.0317805       2.3775786       90.836000
      0.65721680     -0.69733265     0.194988     0.138177       2.4920616       94.385810
      0.66562578     -0.73559850    0.0915666     0.133657       2.5993993       93.652034
      0.69489736     -0.70980446   0.00820485     0.146441       2.7399961       91.812985
      0.68876189     -0.75034783     0.115012   0.00205444       2.9016998       90.153886
      0.68219208     -0.71870928     0.225758    0.0821399       2.8121452       87.680250
      0.70393967     -0.76928660     0.135564   0.00554552       3.0712022       88.339070
      0.69422058     -0.70400550     0.228512    0.0492855       2.8771338       91.446632
      0.69486041     -0.76863472     0.114252     0.101130       2.6896989       86.851032
      0.68898907     -0.74818325    0.0113170    0.0551291       2.8233706       81.520900
      0.71012292     -0.72863809   0.00227432     0.151963       2.9173049       81.340081
      0.71039573     -0.78193749     0.242138     0.176805       2.8229576       81.444025
      0.69073312     -0.68613412    0.0274318    0.0343773       3.1510800       83.870383
      0.70394386     -0.73066428    0.0790991    0.0636760       2.8931817       87.507200
      0.71694241     -0.75794018     0.150551    0.0542300       3.1355419       85.534294
      0.69645921     -0.70993350     0.122316    0.0796307       3.1841675       82.789781
      0.72313356     -0.73298188    0.0626585     0.196022       3.1030274       88.677074
      0.69407672     -0.67982254    0.0247911    0.0658895       3.2865870       81.320650
      0.70283940     -0.72404303    0.0524474    0.0267734       3.3091892       85.828883
      0.71206341     -0.71612635    0.0695876     0.158588       3.4596119       79.852704
      0.69711105     -0.78583416     0.237466     0.166978       3.1674861       79.173687
      0.68293958     -0.72188570   0.00970970    0.0851102       3.3321889       75.366892
      0.70258107     -0.73788221     0.118574   0.00156796       3.2683063       76.567767
      0.71944981     -0.70684085    0.0541876     0.140628       3.1070180       82.387171
      0.73803924     -0.70598474   0.00206793    0.0833673       3.5680237       79.963975
      0.69556028     -0.75184641     0.135257   0.00419686       3.4121611       79.946520
      0.68494134     -0.70681222    0.0279174     0.110256       3.2314866       78.288380
      0.68097151     -0.70030400     0.178608     0.149783       3.2117361       81.089112
      0.71633776     -0.68863091 3.45805e-005    0.0832977       3.3739510       95.056953
      0.40562978     -0.56955539     0.247528    0.0599164       4.5458484       111.63557
      0.40551415     -0.48203769    0.0864475    0.0350415       5.0512142       117.28273
      0.40417064     -0.49339026     0.162037    0.0512430       5.0876952       124.02847
      0.39907459     -0.52284706     0.314100     0.241175       5.0091370       129.75829
      0.38525320     -0.50693641     0.115488    0.0896735       4.5782706       123.95946
      0.39426220     -0.52791201     0.100315    0.0891486       4.9174901       125.03891
      0.40737939     -0.51179236    0.0847050    0.0729595       5.1526588       134.74594
      0.41981826     -0.51317745    0.0406146    0.0374082       5.3655853       130.94867
      0.41685959     -0.52179485    0.0325908    0.0578309       5.4404139       131.60392
      0.40229914     -0.53102383     0.111953     0.133633       5.4324694       145.91852
      0.40586542     -0.53668652    0.0304484    0.0623852       5.0382341       143.08377
      0.40756882     -0.50889726     0.104623     0.356986       5.5360261       143.74513
      0.39287285     -0.53560195    0.0309352    0.0317530       4.9892739       149.84889
      0.39828609     -0.55107999    0.0338981    0.0973833       4.9242188       154.24618
      0.39529451     -0.50736771    0.0212489     0.268352       4.7758374       145.03497
      0.40580219     -0.49001450     0.107158    0.0129638       5.0005508       148.96176
      0.39954897     -0.49982923    0.0487000    0.0247224       5.0305075       148.70723
      0.38680219     -0.51254700    0.0899105    0.0250221       4.7463203       143.15375
      0.38452015     -0.52500276   0.00600253    0.0336566       4.7528991       133.96805
      0.40168361     -0.49113260    0.0239641    0.0559164       5.3450997       146.14176
      0.40356002     -0.49176139     0.176285     0.133013       5.4808753       141.41324
      0.43308149     -0.47509026     0.118349     0.129479       5.3822707       139.38429
      0.39219749     -0.51986786     0.143603    0.0126781       5.0044006       137.59728
      0.39177974     -0.51237090    0.0374038     0.246454       5.1343547       143.71961
      0.39537977     -0.52086271    0.0875326   0.00270704       5.3101019       149.06781
      0.38021758     -0.54427114    0.0565355     0.145769       4.2128295       141.04027
      0.39222284     -0.53489157   0.00159766     0.410158       4.1247900       142.85809
      0.39277928     -0.53234295     0.478041     0.124426       4.2750779       143.88945
      0.39665837     -0.52678281    0.0154893    0.0567266       4.6196877       146.30496
      0.39877287     -0.54116801    0.0214415    0.0555358       4.6696698       146.50508
      0.39304853     -0.54137697     0.310345    0.0519559       4.9913418       143.51885
      0.39275405     -0.53235591     0.114219     0.246028       5.2219843       140.18316
      0.40393739     -0.53504748     0.317604    0.0594375       4.7187368       137.93547
      0.38533298     -0.53567489     0.284481    0.0498383       4.6519991       134.85024
      0.38065616     -0.56949688    0.0667507     0.143200       4.0074865       136.35437
      0.38544740     -0.52706883     0.154611    0.0337266       3.9733495       130.30407
      0.37407562     -0.52332000    0.0333009     0.136303       4.1842783       139.68955
      0.36641086     -0.55090995     0.259344     0.133025       3.6312878       137.73820
      0.38220465     -0.56151084     0.235040    0.0125510       3.9434610       146.23359
      0.36486405     -0.56378332     0.124364    0.0442299       3.7896121       150.14419
      0.37279903     -0.57800939    0.0117368     0.116665       4.0297090       150.47391
      0.37778110     -0.53230377     0.205365     0.163118       3.5439543       145.10492
      0.36921890     -0.53471305    0.0289049     0.122683       4.1681273       151.90304
      0.37067226     -0.53721663     0.276075    0.0229716       3.9457694       153.14068
      0.36172515     -0.55776032     0.151322     0.182154       3.3443737       150.63863
      0.37526726     -0.55717231     0.289764    0.0877722       3.4206334       150.36178
      0.38224504     -0.54947832    0.0700206    0.0166435       3.7359820       156.10653
      0.36862498     -0.54551126     0.127197    0.0850524       4.3154084       156.18167
      0.36733174     -0.54394767    0.0150012     0.294532       4.5450785       151.97735
      0.38159949     -0.52889658    0.0374644     0.146500       4.8738856       153.26166
      0.37862522     -0.53143071     0.123764     0.108869       4.7687931       147.90719
      0.38219466     -0.53078041    0.0538522   0.00764701       5.1222680       152.84453
      0.37669340     -0.55756605    0.0897546   0.00846255       4.6674139       160.77431
      0.36865283     -0.59360359    0.0715107    0.0103801       3.7587661       167.08858
      0.37727590     -0.57597065    0.0295970    0.0232696       3.7815869       161.40878
      0.38841794     -0.57216145    0.0564464    0.0469599       3.8462182       153.90304
      0.39799498     -0.57023409    0.0308991    0.0783771       4.3984635       155.35909
      0.39226332     -0.57301970     0.182865     0.137932       4.5118169       152.06042
      0.37156743     -0.57790134     0.128401    0.0358098       4.1668385       156.45937
      0.38124660     -0.55288299     0.169005    0.0950212       3.9748886       150.25343
      0.37404279     -0.59400600     0.155282     0.286107       3.2862172       169.25398
      0.36626742     -0.58526457     0.188118     0.133438       3.3557763       167.33428
      0.36470179     -0.57310298    0.0726587    0.0623178       3.5604007       154.58604
      0.36298755     -0.57233642     0.111599     0.114522       3.3065564       158.11187
      0.35372051     -0.58744702    0.0419569     0.105064       2.8712235       153.57908
      0.36914946     -0.58106037    0.0708940    0.0163287       2.6982955       156.61809
      0.34191151     -0.61258863    0.0971768   0.00377921       3.0557290       161.09370
      0.34994825     -0.60369628    0.0224968    0.0689956       2.7636819       161.33299
      0.34687834     -0.60387517     0.140002     0.112615       2.7500799       153.46857
      0.38722828     -0.58171259     0.156166    0.0787542       2.7771178       156.68496
      0.34608437     -0.60785848    0.0423374     0.314101       2.8902275       158.84989
      0.38505998     -0.57934209     0.249634     0.186837       2.8251350       150.07228
      0.34722857     -0.61951500     0.161219     0.137406       2.5642891       151.69699
      0.38841022     -0.54267060    0.0898606    0.0245212       3.7495594       145.18015
      0.39642379     -0.55667413    0.0144243   0.00964088       2.7698815       128.52816
      0.51720970     -0.56431046     0.184460     0.126590       2.8617556       142.38055
      0.37254603     -0.58532789     0.106438     0.104978       2.5759518       127.54090
      0.38335161     -0.55824938     0.430749     0.160381       3.0246411       126.33525
      0.38795258     -0.54415551    0.0232337     0.188339       3.4753008       132.57786
      0.38249228     -0.55808296    0.0754596     0.338503       3.9196159       138.95253
      0.39494116     -0.54839286     0.110594     0.276156       4.0357969       138.29615
      0.38093518     -0.59075227    0.0193285    0.0204280       4.4149132       143.87353
      0.37280320     -0.59545892     0.284206    0.0367775       3.6695461       150.05314
      0.37506642     -0.59783454     0.304032     0.145194       3.9132710       147.98319
      0.37905425     -0.59610796    0.0426120     0.167145       4.0090548       141.89816
      0.37509972     -0.59295851     0.282162     0.305050       3.6714742       140.93076
      0.41255425     -0.55984368    0.0836499  0.000625062       3.4212444       131.96937
      0.36806338     -0.60304381     0.192206     0.240750       3.1853358       139.74037
      0.38173124     -0.58776315    0.0286073    0.0787024       3.0739792       142.52288
      0.41444444     -0.56592178    0.0469033     0.107051       3.6288737       146.69365
      0.40840221     -0.59160041     0.185125     0.112633       3.1180251       145.37709
      0.36302665     -0.60921822     0.168693    0.0424446       3.0798222       142.93861
      0.36774168     -0.63366961     0.285633     0.310589       2.6087479       150.52731
      0.35494533     -0.64991465   0.00729587     0.186442       2.6920180       157.92721
      0.37297123     -0.61722053    0.0305270     0.112515       3.0708747       155.62308
      0.37449593     -0.62712459    0.0865947     0.144134       2.7903665       138.38651
      0.37589046     -0.61464217     0.105254    0.0517796       2.0623971       129.56432
      0.37391753     -0.59681851     0.146720    0.0675583       2.0268725       120.85513
      0.37122924     -0.59131945     0.187672    0.0467650       2.3436176       124.60847
      0.36945018     -0.59946178     0.123431     0.108246       2.5787745       123.09177
      0.36664769     -0.60670504     0.174943    0.0114834       2.7292260       135.54248
      0.37204461     -0.59619989     0.135687     0.222741       2.2244940       132.11520
      0.36462423     -0.60995393     0.141285     0.107036       2.1970298       138.68449
      0.35985031     -0.62164420     0.285833     0.149596       2.2180027       139.56767
      0.38878962     -0.61452539    0.0308128     0.115772       1.6367191       147.94795
      0.34792354     -0.62856075    0.0581489     0.126399       2.0151458       144.71453
      0.33353592     -0.62119024     0.147372     0.139280       2.6781519       163.32219
      0.33093063     -0.60452192    0.0988026     0.266261       1.9783742       157.55237
      0.33040582     -0.63356203    0.0916973     0.162445       1.9072031       170.80067
      0.36037591     -0.61832650    0.0212103     0.165007       1.8767968       178.99810
      0.34039663     -0.64020129     0.251500     0.218794       1.6963887       165.29033
      0.31672825     -0.65431012     0.257524   0.00560293       1.6502419       171.56830
      0.31977038     -0.63790968     0.140815     0.220913       2.3851179       175.22136
      0.36318225     -0.61472253    0.0278607  0.000355528       2.5968996       175.91960
      0.36492897     -0.61886303     0.105112    0.0270476       2.4107875       168.48131
      0.33839808     -0.63575444    0.0484957    0.0986429       2.2001755       173.64492
      0.36631138     -0.62106168     0.164291     0.127147       2.6199071       169.89669
      0.33433511     -0.66082984    0.0143178    0.0548480       2.7422547       169.14791
      0.37199313     -0.58955203     0.111065    0.0114951       2.9790512       150.95645
      0.35057968     -0.61979288    0.0160888    0.0470377       3.0990653       162.35425
      0.34962283     -0.61220615    0.0859692     0.138654       3.3177841       162.04682
      0.32804077     -0.66934036    0.0645602     0.157842       2.7120648       173.11981
      0.33350943     -0.65281479     0.171708    0.0946343       2.7713276      -179.07851
      0.36952616     -0.63301711     0.177904    0.0674001       3.7878638       172.03745
      0.34361227     -0.64574129     0.206452    0.0817918       3.8235921       173.97173
      0.34668067     -0.62960283    0.0988847    0.0198176       3.8408546       169.61213
      0.36192239     -0.62397025     0.222552    0.0169352       4.3619300       163.34752
      0.34870411     -0.65653964    0.0524732     0.166427       4.4852419       168.26402
      0.34485775     -0.67496990     0.127662    0.0276673       3.5897858       169.98610
      0.34913647     -0.64455149    0.0241783     0.125265       3.5747886       171.63258
      0.35326845     -0.64168792   0.00569946     0.308785       3.5951519       169.57229
      0.36124086     -0.64858420    0.0677078    0.0850504       4.1091597       162.60950
      0.38397384     -0.63546907    0.0248693     0.146935       4.1932549       150.53361
      0.40592331     -0.57509488    0.0836048     0.172175       4.1072200       147.28281
      0.38266969     -0.62278836     0.211929     0.199387       4.0152117       147.60979
      0.39424244     -0.58291223     0.218912     0.286688       3.8927082       147.70740
      0.36900630     -0.63825247     0.156860    0.0412379       3.8308761       153.96308
      0.35852599     -0.62664951    0.0630125    0.0557632       3.5625737       157.12900
      0.37980493     -0.60001109    0.0929808     0.167698       4.0740034       152.41194
      0.38841530     -0.58594603     0.121063    0.0733290       4.0138397       140.40264
      0.39464280     -0.56513413     0.148850     0.257385       4.4085527       145.05743
      0.38869676     -0.57850020     0.121369    0.0198673       4.5258824       145.72492
      0.40131298     -0.58278805    0.0970480     0.108678       4.5547139       155.56985
      0.38099160     -0.60785851     0.224012     0.163531       4.8027517       152.76879
      0.41013622     -0.54477766     0.130157     0.235513       5.2765437       151.61616
      0.43333201     -0.51531138    0.0254209     0.153359       5.2034978       145.76999
      0.38811140     -0.60351894    0.0491352    0.0344892       4.6490066       148.95488
      0.36131632     -0.58566194     0.119945    0.0285626       4.6318111       165.08576
      0.36753637     -0.58290083     0.302441     0.136268       4.4187919       167.05802
      0.36006600     -0.60803780     0.289622    0.0874362       4.5436713       166.44156
      0.37001478     -0.59495419     0.157672     0.179838       4.3614408       160.70659
      0.39761316     -0.58086125     0.139311     0.400028       4.3840828       162.66404
      0.40922242     -0.54438116     0.133857     0.145458       5.3936630       148.45340
      0.41376873     -0.59890785     0.232951    0.0428434       5.0218455       152.85278
      0.39703639     -0.61859191     0.150036     0.207386       5.1255479       153.29755
      0.40099850     -0.58923140    0.0433375     0.161113       4.7708013       155.19457
      0.52318353     -0.59017512    0.0699942    0.0724946       4.9947370       151.73201
      0.38851734     -0.62529417     0.258683    0.0636436       4.4118341       156.77740
      0.40180571     -0.62560722    0.0102040    0.0805651       4.7146071       151.92298
      0.33691833     -0.62070479     0.203357     0.275997       4.3705006      -176.84365
      0.36725104     -0.58470220     0.132082     0.141380       4.4669061       169.23189
      0.32571126     -0.65177689     0.242666    0.0680921       4.1581579      -162.64974
      0.41168701     -0.66325250    0.0998220    0.0289221       4.1358408      -165.51457
      0.31704371     -0.65140058     0.139799     0.107100       4.0033658      -172.77284
      0.33290082     -0.65876480     0.304062    0.0399854       3.9699902      -170.20881
      0.33736389     -0.67352638     0.276800    0.0138186       4.3405908      -167.78911
      0.34699378     -0.62462398    0.0120778     0.178885       4.0650960      -176.60643
      0.35977164     -0.62497438    0.0681401    0.0154386       4.1550379       178.13534
      0.32992419     -0.64660187     0.145450     0.174995       4.2160997      -179.84137
      0.30614655     -0.67107659     0.331441    0.0345692       3.9065456      -174.18465
      0.32596946     -0.64689842     0.240044     0.121025       3.6899345       178.95403
      0.32388625     -0.65720603    0.0889154     0.116204       3.5228799      -174.66667
      0.33097707     -0.64320136    0.0454721     0.225183       3.7543714       173.32395
      0.32581476     -0.63244733     0.212606    0.0433698       3.9687085       178.27871
      0.32169181     -0.64559106    0.0891160     0.123171       3.7178312      -174.23516
      0.33018624     -0.63314589    0.0276158     0.240193       3.9142705      -177.24060
      0.35071398     -0.64324125     0.196901    0.0121653       3.9249162      -169.49578
      0.31974722     -0.66392779     0.106758     0.117598       3.5615550      -170.37922
      0.30517730     -0.65317081    0.0748223   0.00452396       3.2697221      -166.51783
      0.31599921     -0.64882159    0.0651396    0.0657472       3.2591838      -164.29817
      0.30293308     -0.68911457    0.0532007     0.266641       2.9663440      -169.47261
      0.30536949     -0.62986428    0.0882253     0.120199       3.4781879      -170.58340
      0.32053189     -0.63327104     0.406161     0.167569       2.9751515      -178.23879
      0.33079282     -0.64038264     0.247563     0.158572       2.7841309       179.02515
      0.31339508     -0.64290250    0.0108429     0.218031       2.1660178      -170.91190
      0.31997672     -0.62501269    0.0319484    0.0589561       2.4711340      -166.00425
      0.29261592     -0.64481939     0.138336     0.133480       2.3309093      -150.55531
      0.30475888     -0.66438850    0.0321521     0.258021       2.5572538      -155.70878
      0.27614854     -0.66061036     0.102509     0.150939       3.2131298      -156.91918
      0.27233440     -0.64666124     0.439584    0.0709039       3.1701264      -154.73265
      0.30733166     -0.64589748     0.186712    0.0655078       3.0488913      -155.73962
      0.30488525     -0.64643495     0.358863     0.188367       2.9607421      -150.17129
      0.28354092     -0.64215705    0.0385582    0.0873995       2.7593820      -149.92170
      0.29224896     -0.63801562   0.00242882    0.0969652       2.5229400      -152.45530
      0.30893567     -0.62214627     0.180303    0.0698266       2.8699149      -161.87592
      0.31080263     -0.62780586   0.00141025     0.107795       3.6551267      -163.49418
      0.29986748     -0.63453179     0.238653     0.169181       3.7193885      -155.39197
