 0.291980565E+01  0.386806361E+00 -0.599231730E+02  0.755033376E+00  0.599279295E+02  0.312899330E+01  0.508699417E+00  0.936225280E-01  0.215193996E+02  0.493899994E-01  0.747453855E-03  0.700482207E-03  0.795487063E-03  0.659800739E-03  0.844346431E-03  0.999252546E+00  0.999203572E+00  0.999299016E+00  0.999153199E+00  0.999339502E+00
 0.292005952E+01  0.385269243E+00 -0.591516949E+02 -0.453554305E+01  0.593253248E+02 -0.306506593E+01  0.731800079E+00  0.138431102E+00  0.214974003E+02  0.585829988E-01  0.778200621E-03  0.729301378E-03  0.828208168E-03  0.686950914E-03  0.879069604E-03  0.999221799E+00  0.999170815E+00  0.999270174E+00  0.999118376E+00  0.999312324E+00
 0.292005992E+01  0.385884568E+00 -0.591355976E+02 -0.241995774E+01  0.591850919E+02 -0.310069329E+01  0.872200012E+00  0.167767778E+00  0.206273003E+02  0.224719997E-01  0.785581076E-03  0.736219178E-03  0.836062525E-03  0.693468130E-03  0.887404464E-03  0.999214419E+00  0.999162952E+00  0.999263251E+00  0.999110017E+00  0.999305800E+00
 0.292011372E+01  0.385941082E+00 -0.589628532E+02 -0.222684662E+01  0.590048888E+02 -0.310384365E+01  0.319900513E+00  0.772199035E-01  0.219650002E+02  0.830719993E-01  0.795193981E-03  0.745229509E-03  0.846292669E-03  0.701956733E-03  0.898260411E-03  0.999204806E+00  0.999152710E+00  0.999254233E+00  0.999099130E+00  0.999297302E+00
 0.292011506E+01  0.385352568E+00 -0.589726902E+02 -0.425028909E+01  0.591256556E+02 -0.306964490E+01  0.439500809E+00  0.675167069E-01  0.214386005E+02  0.450959988E-01  0.788735575E-03  0.739175938E-03  0.839419574E-03  0.696253681E-03  0.890966877E-03  0.999211264E+00  0.999159591E+00  0.999260291E+00  0.999106445E+00  0.999303011E+00
 0.292012891E+01  0.388199640E+00 -0.588603017E+02  0.553812160E+01  0.591202665E+02  0.304777959E+01  0.519399643E+00  0.181049839E+00  0.218292007E+02  0.727050006E-01  0.789022377E-03  0.739444762E-03  0.839724792E-03  0.696506939E-03  0.891290766E-03  0.999210978E+00  0.999159285E+00  0.999260022E+00  0.999106120E+00  0.999302758E+00
 0.292016408E+01  0.389086121E+00 -0.587271366E+02  0.858521667E+01  0.593513481E+02  0.299643266E+01  0.641300201E+00  0.309094578E+00  0.215156002E+02  0.734509975E-01  0.776840556E-03  0.728026574E-03  0.826760773E-03  0.685749931E-03  0.877533659E-03  0.999223159E+00  0.999172264E+00  0.999271450E+00  0.999119916E+00  0.999313526E+00
 0.292025736E+01  0.387256057E+00 -0.584739452E+02  0.229107244E+01  0.585188113E+02  0.310243160E+01  0.312698364E+00  0.875496045E-01  0.216133995E+02  0.106586002E+00  0.821866196E-03  0.770229957E-03  0.874677427E-03  0.725509724E-03  0.928381288E-03  0.999178134E+00  0.999124294E+00  0.999229213E+00  0.999068924E+00  0.999273725E+00
 0.292028592E+01  0.389156431E+00 -0.583378060E+02  0.882424956E+01  0.590014151E+02  0.299146944E+01  0.794898987E+00  0.323685020E+00  0.213003006E+02  0.497560017E-01  0.795380722E-03  0.745404544E-03  0.846491400E-03  0.702121634E-03  0.898471299E-03  0.999204619E+00  0.999152511E+00  0.999254058E+00  0.999098919E+00  0.999297137E+00
 0.292033344E+01  0.389750198E+00 -0.581725503E+02  0.108646799E+02  0.591784326E+02  0.295695345E+01  0.544900894E+00  0.183974162E+00  0.218269997E+02  0.736740008E-01  0.785933725E-03  0.736549721E-03  0.836437818E-03  0.693779534E-03  0.887802716E-03  0.999214066E+00  0.999162576E+00  0.999262920E+00  0.999109618E+00  0.999305488E+00
 0.292034469E+01  0.388239736E+00 -0.581725606E+02  0.567119733E+01  0.584483472E+02  0.304441054E+01  0.533201218E+00  0.165206835E+00  0.217770004E+02  0.782629997E-01  0.825824906E-03  0.773940561E-03  0.878890305E-03  0.729005513E-03  0.932851811E-03  0.999174175E+00  0.999120077E+00  0.999225499E+00  0.999064440E+00  0.999270226E+00
 0.292034964E+01  0.383173171E+00 -0.582768578E+02 -0.117486167E+02  0.594493242E+02 -0.294265907E+01  0.759700775E+00  0.189164698E+00  0.219626007E+02  0.832979977E-01  0.771746546E-03  0.723251901E-03  0.821339668E-03  0.681251754E-03  0.871780890E-03  0.999228253E+00  0.999177691E+00  0.999276228E+00  0.999125686E+00  0.999318029E+00
 0.292035656E+01  0.384382399E+00 -0.582261338E+02 -0.759121532E+01  0.587189000E+02 -0.301194918E+01  0.734500885E+00  0.210537285E+00  0.216842003E+02  0.646869987E-01  0.810753595E-03  0.759813847E-03  0.862851330E-03  0.715696651E-03  0.915831906E-03  0.999189246E+00  0.999136133E+00  0.999239637E+00  0.999081509E+00  0.999283548E+00
 0.292039639E+01  0.382874721E+00 -0.581348035E+02 -0.127757641E+02  0.595220591E+02 -0.292527030E+01  0.404500961E+00  0.736828744E-01  0.215463009E+02  0.567109995E-01  0.767991845E-03  0.719732584E-03  0.817343871E-03  0.677936241E-03  0.867540621E-03  0.999232008E+00  0.999181691E+00  0.999279750E+00  0.999129938E+00  0.999321348E+00
 0.292040982E+01  0.390997626E+00 -0.579001373E+02  0.151519039E+02  0.598498630E+02  0.288564198E+01  0.778598785E+00  0.122407652E+00  0.209820995E+02  0.376080014E-01  0.751350424E-03  0.704134474E-03  0.799633849E-03  0.663241476E-03  0.848746969E-03  0.999248650E+00  0.999199420E+00  0.999295361E+00  0.999148785E+00  0.999336058E+00
 0.292045906E+01  0.384891864E+00 -0.578874191E+02 -0.584182019E+01  0.581814417E+02 -0.304101624E+01  0.777000427E+00  0.243247703E+00  0.211492996E+02  0.386100002E-01  0.841037431E-03  0.788199710E-03  0.895079532E-03  0.742439215E-03  0.950031041E-03  0.999158963E+00  0.999103870E+00  0.999211229E+00  0.999047212E+00  0.999256778E+00
 0.292048166E+01  0.386356840E+00 -0.577809004E+02 -0.805495499E+00  0.577865147E+02 -0.312765304E+01  0.354099274E+00  0.114803672E+00  0.219853992E+02  0.750840008E-01  0.864194475E-03  0.809905628E-03  0.919723286E-03  0.762888737E-03  0.976181587E-03  0.999135806E+00  0.999079199E+00  0.999189505E+00  0.999020987E+00  0.999236307E+00
 0.292049135E+01  0.383012488E+00 -0.578286961E+02 -0.123041536E+02  0.591231790E+02 -0.293194990E+01  0.523099899E+00  0.262004379E-01  0.200277996E+02  0.146869998E-01  0.788867361E-03  0.739299463E-03  0.839559822E-03  0.696370053E-03  0.891115705E-03  0.999211133E+00  0.999159451E+00  0.999260168E+00  0.999106296E+00  0.999302895E+00
 0.292052390E+01  0.388967430E+00 -0.575851098E+02  0.816919827E+01  0.581616770E+02  0.300066996E+01  0.739299774E+00  0.629255921E-01  0.202805004E+02  0.231940001E-01  0.842177801E-03  0.789268615E-03  0.896293116E-03  0.743446245E-03  0.951318834E-03  0.999157822E+00  0.999102655E+00  0.999210159E+00  0.999045921E+00  0.999255770E+00
 0.292054212E+01  0.383794181E+00 -0.576484122E+02 -0.961764015E+01  0.584451746E+02 -0.297628244E+01  0.978900909E+00  0.188438073E-01  0.191630001E+02  0.752100020E-02  0.826003706E-03  0.774108155E-03  0.879080585E-03  0.729163405E-03  0.933053728E-03  0.999173996E+00  0.999119886E+00  0.999225331E+00  0.999064238E+00  0.999270067E+00
 0.292054715E+01  0.389366643E+00 -0.575017593E+02  0.954125210E+01  0.582879732E+02  0.297716107E+01  0.448699951E+00  0.234807193E+00  0.219307003E+02  0.886399969E-01  0.834923949E-03  0.782469354E-03  0.888573545E-03  0.737040575E-03  0.943127214E-03  0.999165076E+00  0.999110383E+00  0.999216964E+00  0.999054136E+00  0.999262182E+00
 0.292056130E+01  0.385389025E+00 -0.575499127E+02 -0.413472070E+01  0.576982527E+02 -0.306987007E+01  0.621099472E+00  0.167729691E+00  0.215905991E+02  0.655800030E-01  0.869478276E-03  0.814858345E-03  0.925346305E-03  0.767554801E-03  0.982148377E-03  0.999130522E+00  0.999073570E+00  0.999184549E+00  0.999015003E+00  0.999231636E+00
 0.292056253E+01  0.388491531E+00 -0.574733324E+02  0.653213762E+01  0.578433467E+02  0.302842317E+01  0.699300766E+00  0.216825366E+00  0.213621006E+02  0.541680008E-01  0.860813441E-03  0.806736454E-03  0.916125190E-03  0.759902993E-03  0.972363509E-03  0.999139187E+00  0.999082801E+00  0.999192677E+00  0.999024816E+00  0.999239296E+00
 0.292060717E+01  0.389875888E+00 -0.572989280E+02  0.112908189E+02  0.584007684E+02  0.294703414E+01  0.916399002E+00  0.166341007E+00  0.195844002E+02  0.157089997E-01  0.828511381E-03  0.776458669E-03  0.881749265E-03  0.731377845E-03  0.935885610E-03  0.999171489E+00  0.999117215E+00  0.999222979E+00  0.999061398E+00  0.999267851E+00
 0.292064336E+01  0.381727787E+00 -0.573738137E+02 -0.167244953E+02  0.597617206E+02 -0.285795169E+01  0.488800049E+00  0.490846895E-01  0.209803009E+02  0.349670015E-01  0.755780454E-03  0.708286761E-03  0.804348350E-03  0.667153280E-03  0.853749951E-03  0.999244220E+00  0.999194701E+00  0.999291205E+00  0.999143768E+00  0.999332142E+00
 0.292067486E+01  0.386716007E+00 -0.571571660E+02  0.425186012E+00  0.571587474E+02  0.313415390E+01  0.659400940E+00  0.183865577E+00  0.217539005E+02  0.933820009E-01  0.902667967E-03  0.845968557E-03  0.960666671E-03  0.796864611E-03  0.101962778E-02  0.999097332E+00  0.999038212E+00  0.999153413E+00  0.998977417E+00  0.999202296E+00
 0.292080060E+01  0.385472939E+00 -0.567854646E+02 -0.385135451E+01  0.569159198E+02 -0.307387347E+01  0.351900101E+00  0.620003417E-01  0.216814995E+02  0.555250011E-01  0.918122227E-03  0.860454654E-03  0.977112998E-03  0.810512486E-03  0.103707925E-02  0.999081878E+00  0.999021748E+00  0.999138916E+00  0.998959916E+00  0.999188634E+00
 0.292083880E+01  0.392215096E+00 -0.565082729E+02  0.193284775E+02  0.597224828E+02  0.281202053E+01  0.772399902E+00  0.154321522E+00  0.209099007E+02  0.470059998E-01  0.757763035E-03  0.710145045E-03  0.806458239E-03  0.668903941E-03  0.855988943E-03  0.999242237E+00  0.999192589E+00  0.999289345E+00  0.999141523E+00  0.999330389E+00
 0.292085237E+01  0.387093269E+00 -0.565831874E+02  0.171845712E+01  0.566092766E+02  0.311123153E+01  0.736598968E+00  0.179214217E-01  0.192908993E+02  0.779799980E-02  0.938113035E-03  0.879193204E-03  0.998387044E-03  0.828166857E-03  0.105965331E-02  0.999061887E+00  0.999000451E+00  0.999120162E+00  0.998937278E+00  0.999170962E+00
