 0.236232881E+00 -0.600625728E+00 -0.743795163E+02 -0.428524797E+02  0.858408263E+02 -0.261890745E+01  0.982200623E+00  0.769442130E-02  0.173747997E+02  0.459042980E-02  0.271434718E-01  0.258887723E-01  0.286962439E-01  0.245090121E-01  0.300328821E-01  0.972856528E+00  0.971283225E+00  0.974098812E+00  0.969951827E+00  0.975469325E+00
 0.236250504E+00 -0.600404284E+00 -0.743405902E+02 -0.420902609E+02  0.854289963E+02 -0.262641102E+01  0.959600449E+00  0.796249420E-02  0.174682999E+02  0.488113980E-02  0.276491253E-01  0.263719638E-01  0.292298069E-01  0.249673443E-01  0.305904346E-01  0.972350875E+00  0.970749215E+00  0.973615301E+00  0.969394267E+00  0.975010746E+00
 0.236161824E+00 -0.600123672E+00 -0.746063254E+02 -0.411290568E+02  0.851921540E+02 -0.263776641E+01  0.877799988E+00  0.156524442E-01  0.186016006E+02  0.105304001E-01  0.279451544E-01  0.266548571E-01  0.295421588E-01  0.252356975E-01  0.309168159E-01  0.972054846E+00  0.970436601E+00  0.973332219E+00  0.969067885E+00  0.974742250E+00
 0.236634292E+00 -0.600029491E+00 -0.732699737E+02 -0.407854677E+02  0.838566838E+02 -0.263366096E+01  0.387100220E+00  0.453267395E-01  0.203735008E+02  0.486391000E-01  0.296889557E-01  0.283214927E-01  0.313818632E-01  0.268168837E-01  0.328389380E-01  0.970311044E+00  0.968595640E+00  0.971664457E+00  0.967145809E+00  0.973160255E+00
 0.237060445E+00 -0.600091054E+00 -0.720573872E+02 -0.409796726E+02  0.828951182E+02 -0.262449921E+01  0.453699112E+00  0.554179251E-01  0.204319000E+02  0.511476994E-01  0.310274899E-01  0.296009839E-01  0.327936624E-01  0.280310197E-01  0.343137380E-01  0.968972510E+00  0.967183306E+00  0.970384083E+00  0.965671103E+00  0.971945532E+00
 0.237494425E+00 -0.599539649E+00 -0.708519076E+02 -0.390660944E+02  0.809082971E+02 -0.263769305E+01  0.792800903E+00  0.751424530E-02  0.174768009E+02  0.522858000E-02  0.340354911E-01  0.324763182E-01  0.359645674E-01  0.307602559E-01  0.376253642E-01  0.965964509E+00  0.964011311E+00  0.967506710E+00  0.962359866E+00  0.969215082E+00
 0.239600497E+00 -0.604355813E+00 -0.646622069E+02 -0.555468926E+02  0.852446964E+02 -0.243187847E+01  0.353799820E+00  0.483372845E-01  0.203248005E+02  0.480398014E-01  0.278791479E-01  0.265917785E-01  0.294725137E-01  0.251758601E-01  0.308440436E-01  0.972120852E+00  0.970506304E+00  0.973395340E+00  0.969140657E+00  0.974802119E+00
 0.240173969E+00 -0.604022969E+00 -0.630534730E+02 -0.543814546E+02  0.832651371E+02 -0.242990601E+01  0.778799057E+00  0.324924402E-01  0.194577007E+02  0.232854001E-01  0.305038103E-01  0.291004134E-01  0.322413871E-01  0.275559926E-01  0.337368432E-01  0.969496190E+00  0.967735786E+00  0.970885001E+00  0.966247955E+00  0.972420785E+00
 0.237937756E+00 -0.602966552E+00 -0.694327990E+02 -0.508326478E+02  0.860515640E+02 -0.250963792E+01  0.112420082E+01  0.479920160E-02  0.162873993E+02  0.264499010E-02  0.268891077E-01  0.256457193E-01  0.284278268E-01  0.242784752E-01  0.297523851E-01  0.973110892E+00  0.971551866E+00  0.974342025E+00  0.970232331E+00  0.975699988E+00
 0.237712615E+00 -0.602476337E+00 -0.700937154E+02 -0.491557816E+02  0.856120307E+02 -0.253000374E+01  0.590299606E+00  0.134921456E-01  0.184848995E+02  0.105379000E-01  0.274229792E-01  0.261558597E-01  0.289911831E-01  0.247623546E-01  0.303410859E-01  0.972577021E+00  0.970988039E+00  0.973831548E+00  0.969643618E+00  0.975215846E+00
 0.239466243E+00 -0.602900610E+00 -0.651059910E+02 -0.505475602E+02  0.824247894E+02 -0.248141553E+01  0.654699326E+00  0.123724537E-01  0.183323994E+02  0.959417970E-02  0.317092113E-01  0.302525548E-01  0.335124244E-01  0.286493904E-01  0.350644923E-01  0.968290789E+00  0.966464283E+00  0.969732057E+00  0.964920415E+00  0.971326873E+00
 0.244011657E+00 -0.602871230E+00 -0.522316956E+02 -0.502952808E+02  0.725104496E+02 -0.237507913E+01  0.415899277E+00  0.417161919E-01  0.201194992E+02  0.431942008E-01  0.514361830E-01  0.491257039E-01  0.542810813E-01  0.465864704E-01  0.567338093E-01  0.948563817E+00  0.945691246E+00  0.950844712E+00  0.943258027E+00  0.953384439E+00
 0.244913537E+00 -0.602614987E+00 -0.496857041E+02 -0.493880884E+02  0.700560666E+02 -0.235919846E+01  0.859199524E+00  0.198166221E-01  0.187632008E+02  0.142508997E-01  0.584431964E-01  0.558366081E-01  0.616443735E-01  0.529775610E-01  0.644054859E-01  0.941556804E+00  0.938327709E+00  0.944133031E+00  0.935590866E+00  0.946992695E+00
 0.243110986E+00 -0.601957991E+00 -0.548166007E+02 -0.471822871E+02  0.723258455E+02 -0.243090222E+01  0.119849968E+01  0.429426650E-02  0.159077997E+02  0.230842990E-02  0.519267371E-01  0.495953821E-01  0.547968091E-01  0.470335688E-01  0.572713219E-01  0.948073263E+00  0.945175480E+00  0.950374960E+00  0.942720799E+00  0.952937275E+00
 0.242240705E+00 -0.601812224E+00 -0.572888949E+02 -0.467086769E+02  0.739169668E+02 -0.245758091E+01  0.885900497E+00  0.107977912E-01  0.178994999E+02  0.748990010E-02  0.478764088E-01  0.457180757E-01  0.505375821E-01  0.433435592E-01  0.528313425E-01  0.952123591E+00  0.949435116E+00  0.954253819E+00  0.947158585E+00  0.956627919E+00
 0.242497230E+00 -0.601781545E+00 -0.565629090E+02 -0.465949126E+02  0.732833443E+02 -0.245252403E+01  0.712499618E+00  0.616331920E-01  0.204351006E+02  0.572297983E-01  0.494420097E-01  0.472166201E-01  0.521842133E-01  0.447694733E-01  0.545480798E-01  0.950557990E+00  0.947788300E+00  0.952754127E+00  0.945442654E+00  0.955201735E+00
 0.244007611E+00 -0.602101691E+00 -0.522702497E+02 -0.476492240E+02  0.707292553E+02 -0.240240906E+01  0.114669991E+01  0.449121230E-02  0.160366993E+02  0.247263000E-02  0.564129443E-01  0.538916919E-01  0.595116192E-01  0.511247107E-01  0.621839941E-01  0.943587056E+00  0.940460470E+00  0.946078111E+00  0.937810949E+00  0.948845672E+00
 0.243762729E+00 -0.601805875E+00 -0.529747963E+02 -0.466393275E+02  0.705801382E+02 -0.241970905E+01  0.724100113E+00  0.235559568E-01  0.191539001E+02  0.191229992E-01  0.568552743E-01  0.543153978E-01  0.599763318E-01  0.515283168E-01  0.626680825E-01  0.943144726E+00  0.939995752E+00  0.945654366E+00  0.937327161E+00  0.948442034E+00
 0.237861182E+00 -0.601820168E+00 -0.697035278E+02 -0.468934684E+02  0.840093993E+02 -0.254938618E+01  0.136610031E+01  0.608770360E-02  0.161371002E+02  0.243328000E-02  0.294829303E-01  0.281245653E-01  0.311645292E-01  0.266300340E-01  0.326118865E-01  0.970517070E+00  0.968813059E+00  0.971861519E+00  0.967372850E+00  0.973347198E+00
 0.241068711E+00 -0.601426930E+00 -0.606268475E+02 -0.454229099E+02  0.757552333E+02 -0.249859026E+01  0.387899399E+00  0.323938541E-01  0.198118992E+02  0.326093994E-01  0.436617317E-01  0.416843449E-01  0.461029827E-01  0.395075060E-01  0.482065148E-01  0.956338268E+00  0.953870382E+00  0.958291682E+00  0.951781507E+00  0.960464862E+00
 0.238034439E+00 -0.599850567E+00 -0.693041604E+02 -0.401138505E+02  0.800761366E+02 -0.261690075E+01  0.357398987E+00  0.396641418E-01  0.202630005E+02  0.448132008E-01  0.354005200E-01  0.337814562E-01  0.374030692E-01  0.319994289E-01  0.391273503E-01  0.964599480E+00  0.962572364E+00  0.966200623E+00  0.960858136E+00  0.967975404E+00
 0.239204811E+00 -0.599803859E+00 -0.659839819E+02 -0.399085385E+02  0.771140539E+02 -0.259763539E+01  0.491300583E+00  0.448416211E-01  0.202136993E+02  0.427305996E-01  0.408329219E-01  0.389774353E-01  0.431250967E-01  0.369349398E-01  0.450997203E-01  0.959167078E+00  0.956848860E+00  0.961000721E+00  0.954887249E+00  0.963038162E+00
 0.240215881E+00 -0.600401731E+00 -0.630885420E+02 -0.419274954E+02  0.757501090E+02 -0.255503482E+01  0.515501022E+00  0.545329265E-01  0.203757992E+02  0.502533019E-01  0.436728414E-01  0.416949775E-01  0.461146756E-01  0.395176127E-01  0.482187120E-01  0.956327159E+00  0.953858688E+00  0.958281041E+00  0.951769314E+00  0.960454753E+00
 0.240752534E+00 -0.599700387E+00 -0.615948655E+02 -0.394970063E+02  0.731706291E+02 -0.257140126E+01  0.734699249E+00  0.268626697E-01  0.194101009E+02  0.220063999E-01  0.497269488E-01  0.474893789E-01  0.524838614E-01  0.450290450E-01  0.548604547E-01  0.950273051E+00  0.947488622E+00  0.952481317E+00  0.945130432E+00  0.954942117E+00
 0.242769714E+00 -0.600453649E+00 -0.558403912E+02 -0.420201975E+02  0.698845211E+02 -0.249649000E+01  0.716899872E+00  0.634024250E-02  0.171879005E+02  0.471490990E-02  0.589744842E-01  0.563456267E-01  0.622023871E-01  0.534625677E-01  0.649866381E-01  0.941025516E+00  0.937769703E+00  0.943623977E+00  0.935010095E+00  0.946507663E+00
 0.242360764E+00 -0.600029953E+00 -0.570169175E+02 -0.405763613E+02  0.699812115E+02 -0.252308745E+01  0.864900589E+00  0.110173225E-01  0.179482002E+02  0.770540020E-02  0.586743194E-01  0.560580403E-01  0.618871278E-01  0.531885433E-01  0.646583102E-01  0.941325681E+00  0.938084958E+00  0.943911583E+00  0.935338207E+00  0.946781701E+00
 0.241867794E+00 -0.599061492E+00 -0.584540422E+02 -0.372624220E+02  0.693207266E+02 -0.257407972E+01  0.569700241E+00  0.363590829E-01  0.199829998E+02  0.375523008E-01  0.607617966E-01  0.580585988E-01  0.640793112E-01  0.550946175E-01  0.669411519E-01  0.939238203E+00  0.935892827E+00  0.941911298E+00  0.933056905E+00  0.944875553E+00
 0.243897663E+00 -0.599069522E+00 -0.526892205E+02 -0.372264145E+02  0.645132536E+02 -0.252649884E+01  0.806299210E+00  0.905000420E-02  0.177301006E+02  0.654385980E-02  0.789431275E-01  0.755047878E-01  0.831464946E-01  0.717342496E-01  0.867757464E-01  0.921056873E+00  0.916811307E+00  0.924460598E+00  0.913218218E+00  0.928237356E+00
 0.244076035E+00 -0.599304683E+00 -0.521744361E+02 -0.380297120E+02  0.645633857E+02 -0.251173580E+01  0.701301575E+00  0.143937124E-01  0.185340004E+02  0.115459003E-01  0.787226885E-01  0.752930648E-01  0.829155930E-01  0.715320937E-01  0.865357773E-01  0.921277311E+00  0.917042206E+00  0.924672407E+00  0.913458293E+00  0.928439473E+00
 0.244400184E+00 -0.598963027E+00 -0.512658461E+02 -0.368455178E+02  0.631330275E+02 -0.251841659E+01  0.103480148E+01  0.802830330E-02  0.172394009E+02  0.480375020E-02  0.853076737E-01  0.816197644E-01  0.898102063E-01  0.775752350E-01  0.936987686E-01  0.914692326E+00  0.910147876E+00  0.918348165E+00  0.906291970E+00  0.922397701E+00
 0.244454690E+00 -0.598866985E+00 -0.511143500E+02 -0.365137188E+02  0.628166254E+02 -0.252129823E+01  0.528699875E+00  0.634341761E-01  0.204762993E+02  0.571159013E-01  0.868504786E-01  0.831026764E-01  0.914246859E-01  0.789923784E-01  0.953753839E-01  0.913149521E+00  0.908533525E+00  0.916866316E+00  0.904614531E+00  0.920980940E+00
 0.233015900E+00 -0.597503733E+00 -0.836830072E+02 -0.322604416E+02  0.896860177E+02 -0.277364175E+01  0.791198731E+00  0.282941405E-01  0.193381996E+02  0.197682995E-01  0.229296186E-01  0.218633125E-01  0.242484125E-01  0.206918500E-01  0.253838743E-01  0.977070381E+00  0.975734716E+00  0.978126843E+00  0.974601201E+00  0.979288719E+00
 0.237380051E+00 -0.599085294E+00 -0.711983936E+02 -0.375083507E+02  0.804741426E+02 -0.265672422E+01  0.138700104E+01  0.587276370E-02  0.161380997E+02  0.240875990E-02  0.347394863E-01  0.331494012E-01  0.367064904E-01  0.313992923E-01  0.384000575E-01  0.965260514E+00  0.963269155E+00  0.966833140E+00  0.961585299E+00  0.968575782E+00
 0.234801693E+00 -0.598407751E+00 -0.785574206E+02 -0.352874124E+02  0.861189283E+02 -0.271941036E+01  0.853799820E+00  0.153881302E-01  0.185498009E+02  0.103107998E-01  0.268084147E-01  0.255686161E-01  0.283426737E-01  0.242053441E-01  0.296633982E-01  0.973191585E+00  0.971637090E+00  0.974419179E+00  0.970321320E+00  0.975773159E+00
 0.234658586E+00 -0.598047309E+00 -0.789832086E+02 -0.340543573E+02  0.860118974E+02 -0.273451648E+01  0.974700928E+00  0.572698660E-02  0.167609005E+02  0.325987000E-02  0.269367620E-01  0.256912539E-01  0.284781145E-01  0.243216643E-01  0.298049366E-01  0.973063238E+00  0.971501537E+00  0.974296461E+00  0.970179778E+00  0.975656775E+00
 0.234596796E+00 -0.597740153E+00 -0.791751722E+02 -0.330009321E+02  0.857774412E+02 -0.274668018E+01  0.435100555E+00  0.426601283E-01  0.202119007E+02  0.376024991E-01  0.272205549E-01  0.259624293E-01  0.287775840E-01  0.245788776E-01  0.301178813E-01  0.972779445E+00  0.971201817E+00  0.974025106E+00  0.969866826E+00  0.975399422E+00
 0.237183307E+00 -0.598037497E+00 -0.718077216E+02 -0.339134128E+02  0.794132763E+02 -0.270036522E+01  0.133349991E+01  0.730808030E-02  0.161926994E+02  0.245333000E-02  0.365358062E-01  0.348670798E-01  0.385992481E-01  0.330303481E-01  0.403761511E-01  0.963464194E+00  0.961375839E+00  0.965114198E+00  0.959609584E+00  0.966944087E+00
 0.237278627E+00 -0.597264774E+00 -0.715739351E+02 -0.312525915E+02  0.780996329E+02 -0.272989784E+01  0.713300705E+00  0.108311977E-01  0.181842003E+02  0.810005980E-02  0.389195576E-01  0.371469923E-01  0.411102259E-01  0.351958643E-01  0.429970950E-01  0.961080442E+00  0.958864199E+00  0.962832571E+00  0.956989269E+00  0.964777798E+00
 0.232684747E+00 -0.596484714E+00 -0.846825717E+02 -0.287721491E+02  0.894369862E+02 -0.281406507E+01  0.967300415E+00  0.430431960E-02  0.163066998E+02  0.260595000E-02  0.231770215E-01  0.220995946E-01  0.245096219E-01  0.209158463E-01  0.256569575E-01  0.976822978E+00  0.975473295E+00  0.977890415E+00  0.974328081E+00  0.979064583E+00
 0.232911176E+00 -0.596558358E+00 -0.840341104E+02 -0.290146427E+02  0.889020878E+02 -0.280913587E+01  0.958600998E+00  0.593534020E-02  0.169113998E+02  0.364734000E-02  0.237196072E-01  0.226178170E-01  0.250824564E-01  0.214071491E-01  0.262558055E-01  0.976280393E+00  0.974899995E+00  0.977371870E+00  0.973729159E+00  0.978572977E+00
 0.232789040E+00 -0.596083412E+00 -0.844085270E+02 -0.273873050E+02  0.887404299E+02 -0.282784802E+01  0.112970161E+01  0.623433480E-02  0.167646999E+02  0.334492000E-02  0.238866514E-01  0.227773679E-01  0.252588049E-01  0.215584192E-01  0.264401551E-01  0.976113349E+00  0.974723503E+00  0.977212219E+00  0.973544789E+00  0.978421615E+00
 0.233606100E+00 -0.596020750E+00 -0.820864143E+02 -0.271336436E+02  0.864546935E+02 -0.282234941E+01  0.118070030E+01  0.641609730E-02  0.167383995E+02  0.329558990E-02  0.264106141E-01  0.251885243E-01  0.279228728E-01  0.238448447E-01  0.292246850E-01  0.973589386E+00  0.972057241E+00  0.974799520E+00  0.970760049E+00  0.976133858E+00
 0.233354505E+00 -0.594933537E+00 -0.828629310E+02 -0.234069409E+02  0.861054598E+02 -0.286628774E+01  0.712100983E+00  0.527283922E-01  0.201863003E+02  0.402542986E-01  0.268245243E-01  0.255840089E-01  0.283596738E-01  0.242199439E-01  0.296811637E-01  0.973175476E+00  0.971620076E+00  0.974403776E+00  0.970303554E+00  0.975758551E+00
 0.234832315E+00 -0.596900388E+00 -0.785498751E+02 -0.301029313E+02  0.841205643E+02 -0.277562332E+01  0.647199631E+00  0.860263500E-02  0.178572998E+02  0.624006010E-02  0.293340592E-01  0.279822714E-01  0.310074830E-01  0.264950252E-01  0.324478152E-01  0.970665941E+00  0.968970167E+00  0.972003910E+00  0.967536915E+00  0.973482274E+00
 0.233973232E+00 -0.596661739E+00 -0.810065885E+02 -0.293208646E+02  0.861497561E+02 -0.279430609E+01  0.102250099E+01  0.444954730E-02  0.164120998E+02  0.267432000E-02  0.267715863E-01  0.255334264E-01  0.283038094E-01  0.241719675E-01  0.296227839E-01  0.973228414E+00  0.971675987E+00  0.974454392E+00  0.970361936E+00  0.975806554E+00
