 0.175608390E+01 -0.875365862E+00  0.815185111E+01  0.487055122E+02  0.493829890E+02  0.140496321E+01  0.751000000E+00  0.700000000E-01  0.195030000E+02  0.500000000E-01  0.111255004E-01  0.104438423E-01  0.117890934E-01  0.992022201E-02  0.125492029E-01  0.988874500E+00  0.988201936E+00  0.989551951E+00  0.987439179E+00  0.990073108E+00
 0.175602710E+01 -0.875393594E+00  0.802646868E+01  0.486105127E+02  0.492687137E+02  0.140715488E+01  0.895000000E+00  0.700000000E-01  0.183740000E+02  0.500000000E-01  0.112253211E-01  0.105377529E-01  0.118947867E-01  0.100094433E-01  0.126614585E-01  0.988774679E+00  0.988096171E+00  0.989458098E+00  0.987326931E+00  0.989983753E+00
 0.175155542E+01 -0.875519936E+00 -0.182332019E+01  0.481867426E+02  0.482212263E+02  0.160861691E+01  0.442000000E+00  0.700000000E-01  0.213430000E+02  0.500000000E-01  0.121938554E-01  0.114485747E-01  0.129202292E-01  0.108753070E-01  0.137503763E-01  0.987806145E+00  0.987070046E+00  0.988547375E+00  0.986238164E+00  0.989116535E+00
 0.175609059E+01 -0.875525366E+00  0.816500970E+01  0.481570288E+02  0.488443120E+02  0.140284386E+01  0.350000000E+00  0.700000000E-01  0.213880000E+02  0.500000000E-01  0.116058584E-01  0.108957873E-01  0.122976990E-01  0.103496040E-01  0.130893525E-01  0.988394142E+00  0.987692989E+00  0.989100294E+00  0.986899080E+00  0.989643071E+00
 0.174738285E+01 -0.875533656E+00 -0.110129428E+02  0.481190006E+02  0.493631759E+02  0.179579018E+01  0.584000000E+00  0.700000000E-01  0.203140000E+02  0.500000000E-01  0.111427286E-01  0.104600502E-01  0.118073352E-01  0.993562057E-02  0.125685776E-01  0.988857271E+00  0.988183681E+00  0.989535753E+00  0.987419805E+00  0.990057686E+00
 0.175257135E+01 -0.875548055E+00  0.414172972E+00  0.480906067E+02  0.480923902E+02  0.156218419E+01  0.651000000E+00  0.700000000E-01  0.197980000E+02  0.500000000E-01  0.123199876E-01  0.115671530E-01  0.130537630E-01  0.109880914E-01  0.138921505E-01  0.987680012E+00  0.986936424E+00  0.988428759E+00  0.986096419E+00  0.989003568E+00
 0.174716410E+01 -0.875581701E+00 -0.114940431E+02  0.479519116E+02  0.493102307E+02  0.180605703E+01  0.664000000E+00  0.700000000E-01  0.205210000E+02  0.500000000E-01  0.111889281E-01  0.105035143E-01  0.118562528E-01  0.997691425E-02  0.126205325E-01  0.988811072E+00  0.988134731E+00  0.989492315E+00  0.987367854E+00  0.990016331E+00
 0.175466044E+01 -0.875632752E+00  0.501456632E+01  0.477950283E+02  0.480573679E+02  0.146626062E+01  0.900000000E+00  0.700000000E-01  0.188030000E+02  0.500000000E-01  0.123545529E-01  0.115996486E-01  0.130903561E-01  0.110189997E-01  0.139310008E-01  0.987645447E+00  0.986899807E+00  0.988396253E+00  0.986057577E+00  0.988972609E+00
 0.174980864E+01 -0.875642885E+00 -0.566964306E+01  0.477589677E+02  0.480943224E+02  0.168895701E+01  0.352000000E+00  0.700000000E-01  0.205260000E+02  0.500000000E-01  0.123180841E-01  0.115653635E-01  0.130517478E-01  0.109863893E-01  0.138900110E-01  0.987681916E+00  0.986938440E+00  0.988430549E+00  0.986098558E+00  0.989005273E+00
 0.175863368E+01 -0.875657042E+00  0.137637650E+02  0.476828604E+02  0.496295920E+02  0.128978255E+01  0.586000000E+00  0.700000000E-01  0.217500000E+02  0.500000000E-01  0.109137992E-01  0.102446854E-01  0.115649327E-01  0.973101131E-02  0.123111121E-01  0.989086201E+00  0.988426247E+00  0.989750990E+00  0.987677258E+00  0.990262600E+00
