 0.390038086E+01  0.117618989E+01 -0.880899147E+02  0.132552586E+02  0.890816196E+02  0.299223898E+01  0.481300354E+00  0.203518495E-01  0.196016998E+02  0.141319996E-01  0.614020941E-02  0.557573599E-02  0.676032850E-02  0.509064292E-02  0.751743049E-02  0.993859791E+00  0.993233918E+00  0.994404993E+00  0.992468803E+00  0.994902254E+00
 0.390068704E+01  0.117851654E+01 -0.871963373E+02  0.212165843E+02  0.897404295E+02  0.290291117E+01  0.779100418E+00  0.355317330E-02  0.165550003E+02  0.164700000E-02  0.596677403E-02  0.541795387E-02  0.656973971E-02  0.494636500E-02  0.730602314E-02  0.994033226E+00  0.993424724E+00  0.994563342E+00  0.992680576E+00  0.995046790E+00
 0.390083202E+01  0.117096336E+01 -0.885914109E+02 -0.472123483E+01  0.887171243E+02 -0.308835078E+01  0.579599381E+00  0.762002500E-02  0.180393009E+02  0.252899990E-02  0.623885176E-02  0.566557106E-02  0.686871920E-02  0.517271225E-02  0.763764988E-02  0.993761148E+00  0.993125402E+00  0.994314924E+00  0.992348376E+00  0.994820038E+00
 0.390084162E+01  0.117221861E+01 -0.883151349E+02 -0.413403209E+00  0.883161025E+02 -0.313691169E+01  0.627799988E+00  0.125512360E-01  0.186249008E+02  0.527000010E-02  0.634965921E-02  0.576649293E-02  0.699047056E-02  0.526491179E-02  0.777267841E-02  0.993650341E+00  0.993003509E+00  0.994213741E+00  0.992213114E+00  0.994727671E+00
 0.390098682E+01  0.117837740E+01 -0.868319537E+02  0.207148899E+02  0.892686667E+02  0.290740687E+01  0.459299087E+00  0.703200560E-02  0.180023994E+02  0.591199980E-02  0.609034005E-02  0.553036319E-02  0.670552866E-02  0.504915505E-02  0.745664727E-02  0.993909660E+00  0.993288780E+00  0.994450526E+00  0.992529691E+00  0.994943817E+00
 0.390102058E+01  0.117781260E+01 -0.869058410E+02  0.187734491E+02  0.889104470E+02  0.292884122E+01  0.675001144E+00  0.665806140E-02  0.175890007E+02  0.271700000E-02  0.618629074E-02  0.561770212E-02  0.681096452E-02  0.512898113E-02  0.757359342E-02  0.993813709E+00  0.993183223E+00  0.994362917E+00  0.992412543E+00  0.994863847E+00
 0.390116417E+01  0.117702218E+01 -0.868821121E+02  0.160487810E+02  0.883519370E+02  0.295893256E+01  0.803100586E+00  0.725667880E-02  0.180235996E+02  0.307799990E-02  0.633965895E-02  0.575738449E-02  0.697948291E-02  0.525659048E-02  0.776049296E-02  0.993660341E+00  0.993014510E+00  0.994222873E+00  0.992225321E+00  0.994736008E+00
 0.390160253E+01  0.117780169E+01 -0.861428935E+02  0.186894906E+02  0.881470088E+02  0.292794464E+01  0.430200577E+00  0.382223018E-01  0.199545002E+02  0.137000000E-01  0.639711247E-02  0.580971523E-02  0.704260841E-02  0.530439911E-02  0.783049889E-02  0.993602888E+00  0.992951311E+00  0.994170408E+00  0.992155194E+00  0.994688112E+00
 0.390164497E+01  0.117691318E+01 -0.862713028E+02  0.156361579E+02  0.876768334E+02  0.296229500E+01  0.359300613E+00  0.373579152E-01  0.204230995E+02  0.210820008E-01  0.653138871E-02  0.593202746E-02  0.719013345E-02  0.541614386E-02  0.799409308E-02  0.993468611E+00  0.992803613E+00  0.994047785E+00  0.991991319E+00  0.994576164E+00
 0.390166360E+01  0.117347815E+01 -0.869586979E+02  0.384358195E+01  0.870435998E+02  0.309742132E+01  0.932001114E+00  0.322465780E-02  0.166002007E+02  0.103400000E-02  0.671779964E-02  0.610184907E-02  0.739486407E-02  0.557129790E-02  0.822116210E-02  0.993282200E+00  0.992598583E+00  0.993877536E+00  0.991763860E+00  0.994420724E+00
 0.390177860E+01  0.116736565E+01 -0.880705643E+02 -0.171478164E+02  0.897244220E+02 -0.294929318E+01  0.786001205E+00  0.284588660E-02  0.161816006E+02  0.793000000E-03  0.597091557E-02  0.542172135E-02  0.657429105E-02  0.494980999E-02  0.731107193E-02  0.994029084E+00  0.993420168E+00  0.994559561E+00  0.992675518E+00  0.995043339E+00
 0.390181330E+01  0.117803564E+01 -0.858173667E+02  0.194758168E+02  0.879995901E+02  0.291842777E+01  0.492799759E+00  0.602000356E-01  0.203785000E+02  0.270160008E-01  0.643884212E-02  0.584772548E-02  0.708845655E-02  0.533912507E-02  0.788134260E-02  0.993561158E+00  0.992905409E+00  0.994132301E+00  0.992104263E+00  0.994653323E+00
 0.390200014E+01  0.118014909E+01 -0.851360228E+02  0.267159265E+02  0.892293848E+02  0.283752129E+01  0.504800796E+00  0.733995530E-02  0.177660007E+02  0.298799990E-02  0.610077138E-02  0.553985299E-02  0.671699142E-02  0.505783303E-02  0.746936178E-02  0.993899229E+00  0.993277305E+00  0.994441002E+00  0.992516955E+00  0.994935123E+00
 0.390216367E+01  0.117784323E+01 -0.853964720E+02  0.187876095E+02  0.874387311E+02  0.292503804E+01  0.566598892E+00  0.115804682E-01  0.185625992E+02  0.466800020E-02  0.660071991E-02  0.599518597E-02  0.726630145E-02  0.547384671E-02  0.807855193E-02  0.993399280E+00  0.992727355E+00  0.993984467E+00  0.991906715E+00  0.994518355E+00
 0.390220401E+01  0.116841061E+01 -0.872822967E+02 -0.135950229E+02  0.883347268E+02 -0.298707503E+01  0.675500870E+00  0.311027540E-02  0.168565998E+02  0.147599990E-02  0.634445932E-02  0.576175676E-02  0.698475726E-02  0.526058490E-02  0.776634229E-02  0.993655541E+00  0.993009229E+00  0.994218490E+00  0.992219461E+00  0.994732006E+00
 0.390223351E+01  0.117624352E+01 -0.856333137E+02  0.132907382E+02  0.866585722E+02  0.298761594E+01  0.720300674E+00  0.224828832E-01  0.193687000E+02  0.948099980E-02  0.683437279E-02  0.620805768E-02  0.752280208E-02  0.566833596E-02  0.836313318E-02  0.993165627E+00  0.992470378E+00  0.993771122E+00  0.991621646E+00  0.994323507E+00
 0.390224629E+01  0.117100066E+01 -0.866934000E+02 -0.470741856E+01  0.868211114E+02 -0.308734631E+01  0.317100525E+00  0.280888621E-01  0.203456001E+02  0.155640002E-01  0.678485700E-02  0.616294439E-02  0.746846158E-02  0.562711771E-02  0.830283320E-02  0.993215143E+00  0.992524833E+00  0.993816296E+00  0.991682049E+00  0.994364801E+00
 0.390227489E+01  0.117503177E+01 -0.858274888E+02  0.912788714E+01  0.863115065E+02  0.303563936E+01  0.463298798E+00  0.373112969E-01  0.204111996E+02  0.236799996E-01  0.694162961E-02  0.630576559E-02  0.764048153E-02  0.575760916E-02  0.849371369E-02  0.993058370E+00  0.992352449E+00  0.993673285E+00  0.991490842E+00  0.994234067E+00
 0.390252196E+01  0.118160557E+01 -0.841557908E+02  0.316749459E+02  0.899194046E+02  0.278160862E+01  0.705301285E+00  0.203452241E-01  0.193290997E+02  0.965899970E-02  0.592071057E-02  0.537605125E-02  0.651911746E-02  0.490804955E-02  0.724986705E-02  0.994079289E+00  0.993475404E+00  0.994605397E+00  0.992736829E+00  0.995085173E+00
 0.390253558E+01  0.117535472E+01 -0.854163554E+02  0.102158589E+02  0.860250983E+02  0.302255734E+01  0.372900009E+00  0.113885254E-01  0.190774002E+02  0.704899990E-02  0.703171501E-02  0.638783621E-02  0.773931367E-02  0.583259635E-02  0.860337568E-02  0.992968285E+00  0.992253405E+00  0.993591110E+00  0.991380993E+00  0.994158939E+00
 0.390254055E+01  0.117395689E+01 -0.856956081E+02  0.541711380E+01  0.858666546E+02  0.307846322E+01  0.465398788E+00  0.547933580E-02  0.178675003E+02  0.286099990E-02  0.708217339E-02  0.643380752E-02  0.779466837E-02  0.587460046E-02  0.866479405E-02  0.992917827E+00  0.992197931E+00  0.993545082E+00  0.991319470E+00  0.994116856E+00
