      118.232     0.772011       2.0462599
      119.927      3.26923       1.9976100
      121.229     0.325910       1.9328092
      125.832      1.31346       1.9703204
      114.066      1.04734       2.1569649
      123.641    0.0760051       2.1316143
      124.615      2.25276       2.1880078
      116.553     0.437142       2.1172755
      123.136     0.206654       2.0212407
      114.834      1.51384       1.9257049
      130.328      1.54067       1.9070203
      111.755      1.11898       1.8185907
      122.329      5.49351       1.8922596
      122.032      1.63837       1.8103014
      114.105      1.58027       1.7211275
      119.233      2.30171       1.6160103
      118.711      2.95231       1.5883212
      114.494      2.98740       1.5775428
      119.989      2.82997       1.4884516
      110.318    0.0890179       1.7544499
      114.146     0.945226       1.4644714
      111.029      1.55362       1.5697621
      125.455      2.40808       1.6361642
      116.011     0.568874       1.7472252
      120.765     0.489339       1.8492246
      123.099      1.51289       1.9510483
      115.707      3.20045       1.5158208
      129.096      3.66414       1.6757397
      122.180      1.85698       1.5927155
      125.446      1.53936       1.5035700
      121.608    0.0601154       1.5513132
      119.746      1.65804       1.3342192
      128.438      1.95831       1.0812169
      121.388      3.68440       1.2000508
      120.190      1.79709       1.1357298
      115.216     0.699046       1.0316127
      123.965      3.14938      0.97633156
      117.314      2.47156      0.98902848
      130.316     0.948990      0.87160002
      111.391      2.39983       1.3679301
      119.036     0.191710       1.2497093
      128.694     0.245045       1.3959296
      124.083     0.189820       1.3495413
      115.199     0.248614       1.1425662
      115.521      4.36914       1.2541246
      116.445      3.01873       1.2389769
      117.342      1.60372       1.4892565
      125.116      1.03531       1.5850249
      120.721      1.39774       1.5419275
      113.638      4.02811       1.3226462
      121.173      1.96251       1.2412829
      115.703     0.831099       1.1617501
      121.287     0.606517       1.2662298
      121.620     0.636756       1.2415581
      127.825     0.172462       1.3573082
      119.921      1.55249       1.4187148
      116.923      2.05001       1.4121406
      120.013      1.15710       1.4562467
      119.139      2.24404       1.4453223
      113.935      1.05759       1.5011157
      119.088      2.82590       1.6253036
      116.625      2.00441       1.6590623
      112.715      2.08822       1.6993753
      122.177     0.317158       1.6894370
      120.374      1.68100       1.7950954
      122.234     0.321101       1.7363842
      115.616     0.318412       1.8111870
      116.698     0.772483       1.7680912
      107.204      1.42441       1.7004964
      105.865      1.96080       1.4192224
      110.584     0.340826       1.5781472
      113.642      5.45682       1.5182186
      113.824     0.552758       1.5099747
      121.159     0.674658       1.2389987
      120.548      1.61434       1.2474003
      115.352      1.66891       1.2374847
      115.276     0.447396       1.4976959
      117.816      2.75982       1.6747421
      124.758      1.40530       1.7905015
      110.930      3.12024       1.6388720
      113.631      1.69755       1.8365637
      107.371      7.13178       2.0087894
      109.806    0.0348186       2.0070463
      109.268     0.789348       1.7877105
      117.009      1.61215       1.9438790
      116.777      1.42043       2.0675070
      111.939     0.469235       2.1517995
      118.118     0.510068       2.0809899
      118.158     0.503273       2.2046482
      113.216      1.31855       2.2291306
      116.881      1.24444       2.2380597
      114.012     0.513364       2.0758705
      124.245      1.95562       2.1527601
      120.114      2.41803       2.1467258
      116.592     0.121926       2.0517735
      109.137      2.75198       1.9767707
      115.704     0.445036       1.9323847
      120.495     0.398145       2.1082426
      118.695      1.22531       1.5724871
      115.483      3.86270       1.4679290
      121.338      2.87311       1.3802648
      115.211      1.37691       1.4040437
      126.102      1.47595       1.1797503
      110.124      3.70679       1.1021892
      122.613      1.24834       1.1843033
      113.833      2.19768       1.4209979
      109.341     0.196145       1.3394834
      114.504      3.22716      0.98590290
      121.276      1.18154       1.1325138
      117.626     0.800727       1.1710891
      110.172     0.596819       1.2696629
      121.771     0.205335       1.2718168
      107.953     0.647015       1.5365163
      108.471      2.92563       1.4593202
      119.888      1.48544       1.3517060
      121.031     0.368029       1.4633515
      126.445      3.58665       1.4089496
      113.990      1.63706       1.2201625
      113.206      2.09990       1.1113653
      121.543      1.33250       1.3330389
