      0.67607282     -0.73003733    0.0580073    0.0546471       2.0462599       32.578143
      0.59929232     -0.83973408    0.0580073    0.0546471       1.9976100       33.175720
      0.69580488     -0.74348568    0.0580073    0.0546471       1.9328092       43.162377
      0.71467440     -0.75683463    0.0580073    0.0546471       1.9703204       45.490830
      0.63450099     -0.68855429    0.0580073    0.0546471       2.1569649       31.860408
      0.64260402     -0.86116350    0.0580073    0.0546471       2.1316143       30.945219
      0.60043926     -0.79543216    0.0580073    0.0546471       2.1880078       33.944090
      0.54362000     -0.83053850    0.0580073    0.0546471       2.1172755       33.782292
      0.62450879     -0.84798550    0.0580073    0.0546471       2.0212407       27.624009
      0.58477895     -0.79757549    0.0580073    0.0546471       1.9257049       22.799098
      0.43557327     -0.69990339    0.0580073    0.0546471       1.9070203       21.785852
      0.72591894     -0.87809666    0.0580073    0.0546471       1.8185907       27.693178
      0.69324146     -0.79872853    0.0580073    0.0546471       1.8922596       22.865391
      0.57970090     -0.89780245    0.0580073    0.0546471       1.8103014       21.616714
      0.63149854     -0.84528526    0.0580073    0.0546471       1.7211275       25.050669
      0.60648961     -0.83998335    0.0580073    0.0546471       1.6160103       22.866360
      0.72193995     -0.93795080    0.0580073    0.0546471       1.5883212       31.049465
      0.63702517     -0.80740509    0.0580073    0.0546471       1.5775428       26.777020
      0.62804090     -0.74409202    0.0580073    0.0546471       1.4884516       35.602236
      0.53080407     -0.82918428    0.0580073    0.0546471       1.7544499       36.138165
      0.68920675     -0.79541905    0.0580073    0.0546471       1.4644714       40.440061
      0.56281942     -0.69618960    0.0580073    0.0546471       1.5697621       35.548115
      0.59962453     -0.85153232    0.0580073    0.0546471       1.6361642       31.799918
      0.67466723     -0.77300456    0.0580073    0.0546471       1.7472252       32.826290
      0.55806925     -0.98627484    0.0580073    0.0546471       1.8492246       26.123724
      0.58357384     -0.73305461    0.0580073    0.0546471       1.9510483       30.184506
      0.54820664     -0.78970219    0.0580073    0.0546471       1.5158208       29.799553
      0.75977088     -0.90270889    0.0580073    0.0546471       1.6757397       27.328140
      0.60549679     -0.79588127    0.0580073    0.0546471       1.5927155       27.648380
      0.66939236     -0.82888203    0.0580073    0.0546471       1.5035700       25.946262
      0.65408279     -0.70453221    0.0580073    0.0546471       1.5513132       27.718115
      0.53037913     -0.79823117    0.0580073    0.0546471       1.3342192       22.020549
      0.66055922     -0.78031984    0.0580073    0.0546471       1.0812169       17.488823
      0.43309298     -0.84577594    0.0580073    0.0546471       1.2000508       14.698259
      0.67346159     -0.85337446    0.0580073    0.0546471       1.1357298       24.141285
      0.55675024     -0.69135303    0.0580073    0.0546471       1.0316127       20.925058
      0.52466694     -0.91593826    0.0580073    0.0546471      0.97633156       16.368874
      0.60208734     -0.85524836    0.0580073    0.0546471      0.98902848       14.175999
      0.60790331     -0.85997384    0.0580073    0.0546471      0.87160002       25.657042
      0.58744909     -0.82365557    0.0580073    0.0546471       1.3679301       27.314377
      0.56029863     -0.78512414    0.0580073    0.0546471       1.2497093       29.089603
      0.58238854     -0.87064866    0.0580073    0.0546471       1.3959296       32.495352
      0.56276911     -0.80888377    0.0580073    0.0546471       1.3495413       34.290122
      0.60819206     -0.81851834    0.0580073    0.0546471       1.1425662       30.609347
      0.76573449     -0.79290721    0.0580073    0.0546471       1.2541246       20.194606
      0.65917581     -0.86161523    0.0580073    0.0546471       1.2389769       24.313546
      0.59690245     -0.86493778    0.0580073    0.0546471       1.4892565       22.583002
      0.61795739     -0.87092266    0.0580073    0.0546471       1.5850249       23.945532
      0.68591218     -0.83066463    0.0580073    0.0546471       1.5419275       23.959852
      0.54960896     -0.82616612    0.0580073    0.0546471       1.3226462       18.450689
      0.59424518     -0.89681331    0.0580073    0.0546471       1.2412829       17.570275
      0.62045724     -0.82300734    0.0580073    0.0546471       1.1617501      0.61058156
      0.62024142     -0.84998533    0.0580073    0.0546471       1.2662298       11.764967
      0.63482714     -0.80056953    0.0580073    0.0546471       1.2415581       15.492191
      0.52168949     -0.81275370    0.0580073    0.0546471       1.3573082       13.497662
      0.58191184     -0.79932153    0.0580073    0.0546471       1.4187148       12.078673
      0.65068565     -0.81480494    0.0580073    0.0546471       1.4121406       10.162198
      0.58098085     -0.81618132    0.0580073    0.0546471       1.4562467       8.6003620
      0.64218255     -0.88582274    0.0580073    0.0546471       1.4453223       4.2200975
      0.60121584     -0.93131410    0.0580073    0.0546471       1.5011157       3.2282520
      0.60758977     -0.97578986    0.0580073    0.0546471       1.6253036       6.8667693
      0.52409968     -0.77475718    0.0580073    0.0546471       1.6590623       11.584372
      0.61370663     -0.68233222    0.0580073    0.0546471       1.6993753       15.692213
      0.55330040     -0.73182080    0.0580073    0.0546471       1.6894370       21.570882
      0.62190835     -0.87051583    0.0580073    0.0546471       1.7950954       18.837839
      0.49886345     -0.85438037    0.0580073    0.0546471       1.7363842       17.948405
      0.68417806     -0.85674867    0.0580073    0.0546471       1.8111870       14.166855
      0.59085119     -0.88792597    0.0580073    0.0546471       1.7680912       12.328712
      0.46154277     -0.83355596    0.0580073    0.0546471       1.7004964      -3.3546082
      0.47901843     -0.86713475    0.0580073    0.0546471       1.4192224      -2.1687674
      0.59994025     -0.80371330    0.0580073    0.0546471       1.5781472       7.3099403
      0.63902968     -0.81519318    0.0580073    0.0546471       1.5182186       2.0627206
      0.59628467     -0.86702066    0.0580073    0.0546471       1.5099747      0.19576498
      0.51056289     -0.85929176    0.0580073    0.0546471       1.2389987      -4.3022603
      0.57847804      -1.0032351    0.0580073    0.0546471       1.2474003      -3.4952217
      0.50780649     -0.85816584    0.0580073    0.0546471       1.2374847       5.3098833
      0.61814568     -0.81549618    0.0580073    0.0546471       1.4976959       10.315042
      0.51770218     -0.90361455    0.0580073    0.0546471       1.6747421       4.7541095
      0.59112512     -0.87672816    0.0580073    0.0546471       1.7905015       5.3674458
      0.44437325     -0.80370607    0.0580073    0.0546471       1.6388720      0.78982967
      0.55356485     -0.77357749    0.0580073    0.0546471       1.8365637       1.1877564
      0.71172854     -0.74295747    0.0580073    0.0546471       2.0087894     -0.59593878
      0.63487312     -0.89898729    0.0580073    0.0546471       2.0070463       2.7716362
      0.66074724     -0.92619906    0.0580073    0.0546471       1.7877105       5.5144226
      0.61215664     -0.89912556    0.0580073    0.0546471       1.9438790       6.6001696
      0.61304342     -0.64270821    0.0580073    0.0546471       2.0675070       11.131051
      0.54450153     -0.76933311    0.0580073    0.0546471       2.1517995       8.6253207
      0.68820629     -0.78582817    0.0580073    0.0546471       2.0809899       10.438280
