    RA(°)      Dec      Pos      Distance(kpc)  
      11.4402     -70.8818      -10.483062       2.2613747
      11.1797     -70.7681      -12.090619       2.3895107
      11.5681     -70.6111      -8.5191192       2.5257731
      11.4448     -70.5471      -9.2417227       2.5954863
      10.1567     -70.2434      -16.820058       2.9823601
      10.3197     -69.9962      -14.736602       3.2123154
      11.2457     -69.9376      -8.9198540       3.2148185
      11.9399     -70.1081      -4.8582194       3.0188555
      12.1192     -70.1842      -3.7722317       2.9381557
      11.7329     -70.2956      -6.5572151       2.8361087
      11.6828     -70.5505      -7.4929010       2.5818335
      11.4510     -70.3709      -8.6824603       2.7714993
      11.2727     -70.0911      -9.1294678       3.0598828
      11.1039     -70.0932      -10.211346       3.0660387
      12.3632     -70.2967      -2.2165050       2.8208773
      12.3268     -70.0304      -2.2826305       3.0901717
      11.6827     -69.9124      -6.1871572       3.2232081
      11.9994     -69.8463      -4.1623937       3.2814477
      11.4525     -69.9058      -7.5855527       3.2379319
      13.2976     -69.8010       3.6967634       3.3257055
      13.3591     -70.1711       4.4993909       2.9537027
      13.3776     -69.7757       4.1499092       3.3527866
      12.6016     -69.5859     -0.46647768       3.5372643
      11.6605     -69.8086      -6.1548691       3.3283882
      11.8848     -69.9629      -5.0103424       3.1665472
      11.9596     -69.8754      -4.4378059       3.2529846
      11.5940     -69.6263      -6.2636481       3.5138919
      9.15626     -69.6242      -19.717106       3.6778447
      9.42472     -69.5934      -18.168453       3.6821614
      10.1455     -69.6374      -14.438494       3.5794509
      10.7003     -69.8410      -11.934404       3.3402447
      10.6566     -69.6054      -11.511157       3.5774366
      11.0751     -69.5046      -8.9562524       3.6563474
      10.5201     -69.8855      -13.139091       3.3075921
      11.1647     -69.7805      -9.0418948       3.3758923
      10.7000     -69.9305      -12.214251       3.2513134
      10.6543     -70.0284      -12.818180       3.1569765
      10.8210     -70.1149      -12.073796       3.0605431
      11.0764     -69.8826      -9.8126073       3.2778993
      10.3711     -69.9011      -14.073471       3.3024180
      10.6815     -69.5963      -11.348032       3.5850680
      9.60671     -69.6904      -17.588912       3.5709941
      9.63222     -69.6901      -17.448397       3.5690872
      9.17544     -69.9279      -21.075192       3.3825093
      9.84440     -69.9608      -17.407988       3.2857159
      10.4547     -69.8918      -13.547007       3.3058158
      8.91107     -70.1488      -23.842818       3.2010951
      9.21536     -70.2330      -22.579534       3.0858148
      9.18023     -70.2769      -23.067664       3.0480121
      8.45742     -69.9679      -25.251474       3.4273910
      8.34067     -69.8995      -25.459604       3.5065558
      8.01781     -70.2403      -29.507181       3.2337331
      7.74559     -70.1992      -30.664970       3.3113259
      8.05273     -70.3427      -30.112989       3.1351003
      8.34434     -70.2893      -28.053870       3.1424457
      8.40887     -70.2762      -27.589642       3.1457016
      8.26912     -70.1969      -27.800217       3.2382235
      8.05443     -70.1975      -28.987018       3.2676492
      8.22262     -70.0017      -26.724843       3.4259701
      8.16718     -69.9196      -26.496518       3.5100311
      8.42733     -69.9907      -25.554899       3.4097223
      8.71554     -69.9573      -23.784825       3.4059389
      8.61859     -69.9140      -24.060493       3.4586021
      9.71806     -69.5530      -16.453769       3.6960169
      7.76319     -69.6396      -26.867272       3.8252069
      8.79405     -69.6727      -21.841560       3.6687690
      7.41701     -69.7684      -29.331617       3.7535936
      7.55404     -69.7552      -28.579509       3.7463087
      7.38485     -69.8705      -30.156496       3.6645478
      7.21046     -70.1652      -33.180965       3.4250530
      6.76493     -70.0431      -34.421184       3.6065106
      6.89104     -70.1284      -34.480504       3.5100206
      6.94896     -70.2385      -35.096652       3.4033439
      6.82208     -70.2277      -35.635996       3.4343965
      7.61842     -70.1826      -31.211102       3.3455197
      7.45419     -69.9303      -30.218096       3.5996895
      7.66582     -70.3276      -32.116757       3.2075950
      7.47611     -70.5113      -34.766958       3.0752922
      7.34260     -70.2449      -33.145144       3.3328022
      7.05942     -70.1414      -33.750697       3.4707929
      6.58578     -70.6870      -41.233260       3.0868999
      6.98435     -70.7082      -39.400258       2.9934562
      8.21064     -70.4894      -30.427519       2.9784015
      8.52172     -70.5831      -29.382570       2.8476218
      8.03614     -70.9274      -35.840832       2.6183318
      7.99041     -70.7795      -34.490475       2.7544923
      8.21458     -70.6008      -31.393113       2.8772187
      8.40348     -70.5344      -29.675335       2.9091276
      8.53013     -70.4817      -28.474736       2.9392935
      8.43690     -70.7691      -31.644082       2.6920887
      9.40977     -70.5719      -23.655866       2.7413798
      8.70411     -70.7684      -29.936061       2.6524991
      8.56299     -70.3771      -27.453216       3.0312889
      9.31048     -70.3624      -22.826536       2.9516994
      9.42048     -70.4061      -22.425777       2.8976182
      9.77387     -70.3458      -19.804960       2.9180940
      9.88383     -70.2814      -18.745130       2.9698234
      9.57796     -70.6636      -23.217247       2.6349247
      8.98736     -70.0036      -22.542881       3.3303934
      8.30114     -70.2162      -27.760805       3.2159455
      8.78405     -70.1223      -24.403198       3.2414276
      9.34625     -70.1348      -21.218016       3.1654807
      8.90337     -70.3297      -25.086090       3.0312841
      8.98372     -70.1679      -23.541493       3.1744291
      9.85235     -69.9011      -17.099268       3.3434560
